name,N,board_1,board_2,solution,score,tier,is_solved
puzzle_2832,9,AAABCDDDDAAABCCDDDAAEBBCCCDFAEEBBCCDFAEBBGGDDFFEEEGHDDFFEEEGHHDFFIIIGHHHFFIIIIHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x......x...x.x...x......x...x.x..........x.x.x.x..........x.x.x.x..........x.x..,288,Medium,True,True
puzzle_9533,9,AAABBCDDDAAABCCCDDAAABBCCDDEEBBBCCCFEEBBCCFFFEEGGCFFFFEEGGHHHHFEGGGHHHHHGGGGIIIHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x.....x....x.x...x.......x..x...x..x...x......x.....x....x.x..,289,Medium,True,True
puzzle_4227,9,AAAABCCCCAAABBBBCDAAAEEEBCDAFEEGCCCDFFEGGGGDDFFGGGDDDDFFGGDDDDHIFIIIIHDHIIIIIHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x...x..x...x..x...x......x....x.x....x......x...x..x...x......x....x.x....x..,290,Medium,True,True
puzzle_1165,9,AAAABBCCCAADABBBCCDDDABBCCCDDDDDBCCCEEEDDBCFFEEEEEGFFHEEEGGGFFHIIGGGGHHHIIIGGGHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x.....x....x.x...x.......x..x...x......x...xx.....x....x.x....,290,Medium,True,True
puzzle_3078,9,AAABBCCCCDABBBBCCCDAAEEBCCCDDDDEEEECDDDDEFFFCGGGDEFHFFIGGGGHHHHIIIIGHHHHIIIIIHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,x......x....x.x....x......x....x.x..x.x...........x.x..x.x...........x.x..x.x....,291,Medium,True,True
puzzle_1397,9,AABBBBBBBACCCCCDDBACCCCDDDBAAACCDDDEAFGGCDEEEFFGGGEEHEFFFGGGEHHIFIGGHHHHIIIIIIIHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....xx.....x....x.x..........x.x.x..x....,292,Medium,True,True
puzzle_191,9,AAAAAAAAABBACADDDDBBACAADEEBBCCCCFEEBGGGFFFEEHGGFFFFEEHGGFFFFEEHHGGGIEEEHHGGIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.x.x.x..........x.x.x.x..........x.x..x.......x...x.x....x.....x.,292,Medium,True,True
puzzle_8246,9,AAABBBBBBAAAACBBBBADACCCEBFADCCECEFFDDCCEEEFFDGGHHEEFFDDGGHHIFIGDGHHHIIIGGGHHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.....x.x.x.x..........x.x...x......x...x.x...x......x...x.x..........x.x.x.x.....,293,Medium,True,True
puzzle_8894,9,AAAABBBBBABAABCCCCABBBBCDDEAFBCCCDDEAFFFCCDDEFFGGGGDDEHHGGGIDEEHHHHIIEEEHHHHHIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x...x......x....x.x....x......x...x..x...x..x...x......x....x.x....x......x...x.,293,Medium,True,True
puzzle_2528,9,ABBBCCCCCAABBBCCCCABBBBCCDDAAAAAEEDDAFFEEEGDDFFFEGGGDDFFFFGGGHHFFIIGHHHHFFFIIIIIH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...x..x...x..x...x....,294,Medium,True,True
puzzle_5990,9,AABBBBCCCAABBBBCDCAEBBBBDDCEEBBFFFDCEEEBFFFDDEEEGFFFDDEGGGFFHHHEGGGFFHHHIIIIIIHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.xx..x..........x.x.x.x...........x.x..x.x...........x.x..x.x....,295,Medium,True,True
puzzle_4657,9,AABCCCCCDABBCCCEEDABBFFFEEDABFFFFEDDAAFFFGEDDAAAFGGEEDAHHIIGGDDHHIIIGGDDHHIIIIIDD,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.....x.x.x.x..........x.x...x......x...x.x...x......x...x.x..........x.x.x.x.....,295,Medium,True,True
puzzle_2729,9,AAAABBBBBCAAADDBEBCDDDDDEEBCDDEEEEBBCCCEEFEEECGCCFFFFECGGGGFFFFCGGGHIIIIHHHHHHHII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,x......x....x.x....x......x....x.x..x.x...........x.x..x.x...........x.x..x.x....,296,Medium,True,True
puzzle_9998,9,AAAABBBBBAAAABBBBBCDAABBBEECDDFFFFEECDDFFFFFECDDDGGEEECCHHGGGEIHHHHIIIIIHHHIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x......x...x.x..........x.x..x.x....x.....x.....x....x.x...x...,297,Medium,True,True
puzzle_2143,9,ABBBBCCCCABBAAACCCAAAADDEEEFFFFDDEEEFGFDDDDEEFGGGDDDEEFGGGHHIEIFGGHHIIIIFGHHHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.xx..x..........x.x.x.x...........x.x..x.x...........x.x..x.x....,297,Medium,True,True
puzzle_7287,9,AAAAAAAABACAAABBBBACCDDDBEBACCCCDDEEFFCCCDDEEFFFCGDEEEFHFGGGGGGFHHHIIGIGFFHHIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.x.x.x..........x.x.x.x..........x.x...x......x...x.x...x......x.,298,Medium,True,True
puzzle_9369,9,AABBCCDDDAABBCDDDDAEBBCCFFFEEBBCCFFFEEEBBGGFFEEEBBGGFFEHEBBGIIIHHHBGGIIIHHHGGGGGI,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.xx..x..........x.x.x.x...........x.x..x.x...........x.x..x.x....,298,Medium,True,True
puzzle_8783,9,AAAABBBBBCCAABBBBBCCCADBBEBCCCDDEEEFGGGDDEEFFGGGDDEEFFGGGGHHEEFGGIIIHHFFGGIIIIHFF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x......x...x.x..........x.x.x.x..........x..xx.x..........x.x..,299,Medium,True,True
puzzle_4081,9,ABBBBBCDDAABBCCCDDAAABCECCDAAAAEEDDDAFAEEEEEDFFFFFEGEDHHHIIIGGDHHHHIIGGGHHHIIGGGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x......x...x.x...x......x...x.x..........x.x.x.x..........x.x.x.x..........x.x..,300,Medium,True,True
puzzle_8533,9,AAAAABBCCAADDDEBCCAADDEEBBCFFFDDECBCFFFDEECBCGGFFHHCCCGGGFHHHHIGGHHHIHHIGGGIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x....x.x...x..........x.x..x.x....,300,Medium,True,True
puzzle_5374,9,AABBBBCDDAABBBCCCDABBBBCCCDABBBEEEDDAFGGEEEDDFFGGEEEHDFGGIIIHHDFGGGIIIHDFGGGIIHHD,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x......x...x.x...x......x...x.x..........x.x.x.x..........x.x.x.x..........x.x..,301,Medium,True,True
puzzle_6744,9,AABBBBBBCAAABBBBBCAADEEBBCCADDEEEECCADDDEEEEEFFFGEHHEIFFGGGHHIIFGGGHHHIIFFGHHHHII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.x...........x.x..x.x....x......x....x.x....x......x....x.x..x.x...........x.x.,302,Medium,True,True
puzzle_987,9,AAAABBBBBAAAABBBCCAADDDDCCCAEEDDCCCFGGEDDDCFFGGEECCCCFGGEHHHHHFGIIIIHHFFIIIIHHHHF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x..x.x.x..........x.x....x.....xx....x......x...x..x...x......x....x.x....x..,302,Medium,True,True
puzzle_4831,9,AAAAAABBBACCDDABBBCCDDDAABBCCEEDDFFFCEEEDDDFFGGEEHHHHFGGGGHHHHHGGGGIHIIIGGGGIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x.....x....x.x..x.x..........x..x.,303,Medium,True,True
puzzle_1804,9,AABCCCCDDAABBBCDDDAAABCCDDEAAABCCDDEAFFBGGEEEFFGGGEEEEFFFHHHHHHFFFHHHHIIFFFHIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x..x.x.x...........x.x..x.x...........x.x..x.x....x.....x.....x....x.x...x...,303,Medium,True,True
puzzle_8378,9,AAABBCCCCAAABBBBCCADDBEBCCCADDDEBFGGADDEEFFFGADEEFFHFGDDIFFHHGGDIIIIHHHGDIIIIHHHG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x......x...x.x..........x.x..x.x....x.....x.....x....x.x...x...,304,Medium,True,True
puzzle_8738,9,AAAAABBBBACAAABBBBCCCCCCBBDCEEFFFDDDEEEFFFFDDEEEEGFHDDGGGEGHHHHGGGGGHHHHGGIIIHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x....x.x...x..........x.x..x.x....,305,Medium,True,True
puzzle_7377,9,AAAAAAABBACAABABBDCCEBBBBBDCEEEEBFDDCCGEEEFDDGGGHEEFIDGGHHHEFIIGGGHHFFIIGGGGHHFII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.xx...x......x...x..x.......x...x.x....x.....x....x.x....x.....x.,305,Medium,True,True
puzzle_3723,9,AAABBBBCCDDAABCCCCDDEABBCFCDDEEEBFFFDDEGGGFFFHHEEGGFFFHEEEGGIIIHHEEGIIIIHHEGGGGII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.x.x.x..........x.x.x.x...........x.x.x..x...........x.x.x..x....,306,Medium,True,True
puzzle_568,9,AAABBCDDDAAABCCCDEFAABCDDDEFAABCCGEEFFBBCGGGEFFFBCGGEEHHFFIGIEIHHHHIIIIIHHHIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x......x...x.x...x......x...x.x..........x.x.x.x..........x.x.x.x..........x.x..,307,Medium,True,True
puzzle_7306,9,AABBBBBBCAABDDDDCCAADDDDECCAAAAAFECCGGAHHFECEGGHHFFEEEGGGHHFEEEGIIHHFFEEGIIIIIEEE,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x...x..x.......x...x.x....x.....x....x.x...x......x...x.x..........x.x.x..x....,307,Medium,True,True
puzzle_4709,9,AAAABCDDDAAAEBCCCDAFAEBBECDFFEEEBECDFFFEEEEEDFFFEGEEEDHHHGGEIIDHHHGGIIIDHHHHGIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.xx..x..........x.x.x.x..........x.x...x......x...x.x....x.....x.,307,Medium,True,True
puzzle_9404,9,AAABCCCCCAAABBCCCCAAABBDDEEFFABGDDEEFFFBGDEEEFFHHGGIEEFFHGGGIIEFHHHGGGIEFFHGGGIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x.....x....x.x..x.x..........x..x.,307,Medium,True,True
puzzle_7549,9,AAABCCCCDAAABCCCDDBBBBCCCDDBBBBBEDDDBFFFBEDDGFFFHEEHGGFFHHEHHGGIIIHHHHGGIIIHHGGGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x...x..x.......x...x.x....x.....x....x.x....x......x....x.x..x.x..........x..x.,307,Medium,True,True
puzzle_3335,9,ABBBBBCCCADBBBBBBCADBDEEECCADDDEEEFFAADDGGFFFAAHHIGGFFHHHIIGGFFHHHIIGGGFHHHHIGGFF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,x......x....x.x....x......x....x.x..x.x...........x.x..x.x...........x.x..x.x....,307,Medium,True,True
puzzle_6782,9,AAAABBCCCAAAABBCCDAAABBDDCDAEFFGDDDDEEFFGGGDDEEFFGGGDHEEEFGGGDHIIIIIHHHHIIIHHHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x...x..x...x..x...x......x....x.x....x......x...x..x...x......x....x.x....x..,308,Medium,True,True
puzzle_8457,9,AAAAAABBBAAAAACBBBADACCCBBBDDCCCCEEFDDCCCEEFFDDGGCHHHFDGGHHHIIFGGHHHIIIFGGHIIIFFF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x.....x....x.x..x.x..........x..x.,308,Medium,True,True
puzzle_3237,9,ABBBCCDDDAAABCCCCDABBBCCCCDAAEEEEEEDAEEEEEDDDAFFGGGGDHAFIGGGGHHAFIIGGHHHFFIIIGGHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...x..x...x..x...x....,308,Medium,True,True
puzzle_2899,9,ABBCCCDDDABBCCCDDDABCCCEEEDABEEEEDDDABEEEFGGGABBFFFGGGABFFFFFHGABIIIHFHHABBIIHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x.......x..x.x..........x.x.x.x..........x.x.x.x..........x.x..,308,Medium,True,True
puzzle_3131,9,ABBBCCCDDAABBECCDDAABBEDDDFAAAEEEDFFGGAAEEDHFGGGGEEDHFIIGGHHDHFIIIHHHHHFIIIIIHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.x.x.x..........x.x.x.x..........x.x....x.....xx....x......x...x.,308,Medium,True,True
puzzle_4858,9,AAAAAABCCDDDDABBCCDDDBBBCCCDDDEFFCCCEEEEFFCCGHEHHFFGGGHHHHFFFGGHIHHFIIGGHIIIIIIGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.x..x.x....x......x....x.x....x.....x....x.x...x.......x..x...x..,310,Medium,True,True
puzzle_6431,9,AAAABBBBBCCDAAABBBCDDDAEFBBCCDEEEFFBCCDEEEFFFCCDGGEEFFGGGGGEHHHIIIIIHHHHIIIIIIIHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,...x...x.x....x.....x.....x....x.x..x.x...........x.x..x.x...........x.x.x..x....,310,Medium,True,True
puzzle_4404,9,AAABBBBCCAABBBDDCCAABDDDEECAADDDDEEEFFFFFFEEEFFFFFFEEEGGFFFHIIEGGGFHHIIIGGGHHIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x..x.x.x...........x..x.x.x...........x.x.x.x..........x.x.x.x..........x.x..,310,Medium,True,True
puzzle_75,9,AAAABBBCCDDAABBBCCDEEAFFCCCDDEEFFCCCDDEGGFFFHDEEGGGFHHEEGGGIIHHIIGGIIHHHIIIIIIIHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.xx..x..........x.x.x.x..........x.x...x......x...x.x....x.....x.,310,Medium,True,True
puzzle_745,9,AAAABCCCCAAABBCDDDAAABBCDDDAAEBBBDDDFFEBGBGDGFFEEGGGGGFFEEHHGGIFFEEHHGIIFFEHHHGII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x......x....x.x..x.x..........x.x....x.....xx....x......x...x.,310,Medium,True,True
puzzle_5307,9,AABBBCCCCAADDBCECCAADBBFEECAADBFFEEEGADDFFEEEGGHDFFFEEGGHHFFFFFGGHHFIIIFGHHHIIIIF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x..........x...x.x....x.....x....x.x...x......x...x.x....x.....x....x.,311,Medium,True,True
puzzle_5329,9,AABBBBBCCAABBDBBCCAAADDDEECFFFFDEEGGFHHHDEEEGFHHDDEEEGFHHDDIGGGFHHDIIGGGIIIIIGGGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x......x....x.x..x.x..........x.x....x.....xx....x......x...x.,311,Medium,True,True
puzzle_6245,9,AAAAABBCCADAABBCCCDDDABBBCCDDEEEFCCCDEEEEFFCCDEEEEEFFCGGEHHHHHHGGEHHIIHHGGGGIIIHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x....x.x...x..........x.x..x.x....,311,Medium,True,True
puzzle_7941,9,AABCCCDDDABBBCDDDDAABCCEEDFAABCCEDDFABBEEEEFFAGBHHHFFFGGGHHFFIFGGGHHIIIFGGGHHIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x...........x.x..x.x...........x.x..x.x....x.......x...x.x....x.....x.,312,Medium,True,True
puzzle_7788,9,AAAAABBBBAAAAABBBCADDAEBBCCFDDDEEBCGFDDEEEHCGFEEEEEHCGFFEIHHHCGIFIIIHHCGIIIIIICCG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x.....x....x.x...x.......x..x...x..x...x......x.....x....x.x..,312,Medium,True,True
puzzle_7390,9,AABBBBBBCAAABBBBBCADAEEEBCCDDAEFCCCCDDAEFFFGGDDDEFFHHGIDEEFFHHGIIIIFHHGGIIIIHHHGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.x...........x.x..x.x....x......x....x.x....x......x....x.x..x.x...........x.x.,312,Medium,True,True
puzzle_9459,9,AAAAAAABBAAAAAABBCDDDAEEBBCFFDEEECCCFFDEECCGGHFDHEEIGGHFHHHEIIGHHHIIEIIGHHHIIIIGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x...x..x...x..x...x......x....x.x....x......x...x..x...x......x....x.x....x..,312,Medium,True,True
puzzle_385,9,AAAABBBBBAAAAACCCDAAACCCCCDEFACDDDDDEFFFFDGGDEEEFHDGGGEIIHHHGGGEIIIHHHHGEEEIIIIIG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.....x.x.x.x..........x.x...x......x...x.x...x......x...x.x..........x.x.x.x.....,313,Medium,True,True
puzzle_9703,9,AAABBCCCCABBBBBBCDAEBBBBBCDEEFFFBCCDEEEFFFFCDEGEFHHDDDEGHHHHIIIGGGGHIIIIGGGGGGIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x...x..x.......x...x.x....x.....x....x.x...x......x...x.x..........x.x.x..x....,313,Medium,True,True
puzzle_7233,9,AAAAABBBBAAAABBBCBDDABBBCCCDDEEECCCCDDEEEFFCCDDDGEFFFFGDGGFFHFFGGGHHHHHHGIIIIIHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x......x....x.x..x.x...........x.x.x..x...........x.x..x.x....,313,Medium,True,True
puzzle_2670,9,AAABBBBCCAAABBBBCCAADBBBBCCEEDBBFFCGEEDDDFFFGEEEEDFFFGHHHHDDDFGHHHHDIDGGHHIIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...xx.x..........x.x..,313,Medium,True,True
puzzle_9876,9,ABBBCCCCCAAABCCCCCAADBCCEEEADDDEEEFFAGDDDHHFFAGGDHHHHFAAGDHIHIFAAGGIIHIFAAIIIIIIF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...xx.x..........x.x..,313,Medium,True,True
puzzle_7213,9,AABBCCCCCAABBCCDDCABBBCDDDDAAEEEDDDDFAEGGGGDHFAEGIGGDHFEEIIIIHHFEEEEIIIHFFFEEEHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....xx.....x....x.x..........x.x.x..x....,313,Medium,True,True
puzzle_3711,9,AAAAAAAABAACAACBBBDDCCCCEBBDDCCEEEEEDFFFEFEEEDFFFFFFEEGGFFFFHHHGGGIIIIIHGGGIIHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.xx...x......x...x..x.......x...x.x....x.....x....x.x....x.....x.,314,Medium,True,True
puzzle_9924,9,AAAAABBBBCCAADDBDBCCCADDDDECFCCDDDEEFFFCDDDEEGGFDDHHEEGGGGIHHHEGGGGIIIHHGGGGIIIHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x.....x....x.x..x.x..........x..x.,314,Medium,True,True
puzzle_5055,9,ABBBCCCDDABBBCCCDDAAABACCDDEEAAACCCDEEEEAFGGDHHIAAFGGGHIIIIFFGGHHIHIFFGGHHHHIIIIG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x......x....x.x..x.x...........x.x.x..x...........x.x..x.x....,314,Medium,True,True
puzzle_3309,9,AAABBBBBCAAABBDBDCEEAAADDDCFEEGGGGDCFHEEHHGDCFHEEHHIICFHHHHIICCFHFHHIICCFFFHIIICC,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x..x.x.x...........x.x..x.x...........x.x..x.x....x.....x.....x....x.x...x...,314,Medium,True,True
puzzle_9667,9,AAAABBBCCDDAABBCCCDDEABBEECDDEEEEEECDDFFEGGCCFFFFGGCCCFFFGGGGCCFHHHHIIICHHHHHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x....x.x...x......x...x......x...x,314,Medium,True,True
puzzle_6862,9,AAABBBBBBACAADDEEECCAADDEEECCCCDDEEECCFCGDDDEFFFCGGGDEFFFGGGGHHFFIIIGGHHIIIIIGGGH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x...........x.x..x.x...........x.x..x.x....x......x....x.x....x......x,314,Medium,True,True
