name,N,board_1,board_2,board_3,board_4,board_5,board_6,solution,score,tier,is_solved
puzzle_264,8,AAAAABBBCAAABBBBCCADBEBBCCDDEEEFCCDDEGFFHCDDGGGFHHDDDGGFHHHDDGGF,AAAAABBBCADADBBBCCDDDDBBCCDDDDEECFDDDGEEFFHHGGGEFFHHHGEEFFFHHGGE,AAAABBBBCAAABBBBCCCDDBBECCDDDDEECCFFDGEEHHFFGGGEHHFFFFGEHHHFFGGE,AAAAABBBAAAABBBBCCADDBBECCDDDDEECFDDDGEEFFHHGGGEFFHHHGGEFFFHHGGE,AAABBBBBCCABBBBBCCCCDDBECCDDDDEECCDDDFEEGGHHFFEEGHHHHFFEGGGHHFFE,ABBBBCCCAABBCCCCAAADDDCCAAADDDEEAADDDFEEAGHHFFFEAGHHHFFEAGGHHFFE,..x...........x.x...........x..........x.....x.....x.....x......,128,Medium,True
puzzle_1126,8,AAABBBBCAAAABBCCDDAECCCCDDEEFFCCGDEEEFCCGGEEEFFHGGEEEFHHEEEEEHHH,AAABBBBBAAAABBCCDDAACCCCDDDEFFCCGDDEFFFFGGEEEEFHGGEEEEHHGGGEEEEH,AAABBBCCAAAABCCCDDAACCCCDDDDEECCDDDFEEEEDFFFFEEGHFFFFEGGHHFFFGGG,AAABBBCCAAAABBCCDDAABCCCDDDEEECCDDFEEEEEGGFFFEEHGGGFFEHHGFFFFHHH,AABBBBBBAAAABCCCDDAACCCCDDDEFCCCDDDEFFFFGDEEEFFHGGEEEFHHGGGEEFHH,AAABBBCCAAAABCCCDDAACCCCDDDEFFCCDGEEFFFFGGEEEFFFGGGEEFHHGGGEEHHH,....x.....x...........x..x...........x.....x....x..............x,128,Medium,True
puzzle_1065,8,AABCCCCDAABBCDDDAABBEDDDABBBEEFDABBEEFFFABBGEFFFHHGGGGFFHHHGGFFF,AABCCCCDAABBCCDDABBBECDDABBBEEFDABBEEEFFAGGGEFFFHGGGGFFFHHHGGFFF,AABBBBBCAADBBBCCAADDBBCCADDDEEFFADDEEEFFGGHHEFFFGGHHHFFFGGGHHHFF,AABBBBBCAAABBBBCAADDEBCCADDDEBFCADDDEEFFGGDDEFFFGGHHHFFFGGGHHFFF,AABCCCCDAABBCCDDAAABECDFABBBEEFFABBEEEFFAGHHEFFFAGHHHFFFGGGHHFFF,AABBBBBCAADBBBCCAADDDBBCADDDEEFCADEEEEFFAGEHEFFFGGHHHFFFGGGHHFFF,.....x.........xx.........x.........x.........x....x.....x......,129,Medium,True
puzzle_1394,8,AAAABCCCAAAABBCCDDAABBBCDDDABBEEDDFAFEEEGGFFFEEEGGGFHHEEGGGHHHHH,ABBBBCDDABBEECCDAABEECCCAAAEEFFFAAAEEFFFGGEEEEFFGGGEHHFFGGGHHHHH,AAAABCCCAAAABBBCDAAABBEEDDAFBBEEDDFFEEEEDGFFFEEEDGGFHHEEGGGHHHHH,AAAABBCCAAAABBCCDAEABBBCDDEEBBBFDDEEEFFFDGGEEEFFGGGEHHFFGGGHHHHH,ABBBCCCCABBBDDDCAABBDDDDAAAEDDFFGAEEFFFFGGEEFFFFGGGEHHFFGGGHHHHH,AAAAAAABAAAAACAADAAACCCADDDECCFFDDEEEFFFDGEEEEFFGGGEEHFFGGGHHHHH,.......x..x..........x..x.............x....x.....x..........x...,129,Medium,True
puzzle_1893,8,AABBCCCCAABBCCCDAAAACCDDEAAADDDDEEEFFDDGEEFFFFGGEHHHFFGGHHHHHHGG,AAAAABBBCCAABBBBCCCCBBDDCCCCDDDDEEEFFDDDEEFFFFDGEEHHFFGGEHHHHHHH,AAAAABBBCCAABBBBCCCCBBDDECCFFDDDEEEEFDDDEEFFFFDDEEGGFDDHEGGGGGHH,AAABBBBBCCACBBBBCCCCBBDDECCCFDDDECCFFFDDEEGGFFDHEEGGFHHHEGGGGGHH,AAAAABBBCCAABBBBCCCCBBDDECCFFDDDEEEFFDDDGGFFFFHHGGGGFFHHGGGGGGHH,AAAABBBBCCAABBDBCCCCBBDDECCCDDDDEEEFFDDGEEFFFGGGEEHFFFGGEEHHHHHG,..x..........x...x............x.x...........x..........x...x....,129,Medium,True
puzzle_664,8,AAAAABBBCCCADBBBCCCCDDBBEECDDDDFEEEDDDFFEGGDDHFFGGGGGHFFGGGHHHHF,AAAAAABBCCCAABBBCCCCDDBBEECDDDDFEEEDDDFFEGEDDFFFGGGGHHFFGGGGGHHH,AAAAAABBCCCAABBBCCCCDDBBCCCDDDBEFFFDDDEEFGGGHHHEGGHHHHEEGGGHHHHE,AAABBBCCAAABBCCCDAAAEECCDDAEEEEFDDDEEEFFDGGGEFFFDGGGHFFFGGGHHHFF,AAAABBBBCCCCCBBBCCCCDDBBECCDDDDFEECDDDFFEGGDDFFFGGGGHHFFGGGHHHHF,AAAAABBBCCCABBBBDCCCEEBBDDDEEEEFDDDEEEFFDGGEEHFFGGGGHHFFGGGHHHHF,...x..........x...x.........x...x..............x.x...........x..,130,Medium,True
puzzle_1603,8,AAAAABBBCCAAAABBCCDDAABECFDDAAAEFFFDDGGEFFFDGGEEHHHGGGGEHHHGGGGE,AABBCCCCAABBBBCCAADDBBCCAEDDDDDFEEEDDGFFEEEDGGFFHEHGGGGFHHHHHHHF,AABBBCCCAABBBBCCAADDBBCEAADDDDEEAFFDDGEEHHHDGGEEHHHGGGGEHHHHGGGE,AABBBCCCAABBBBCCAADDBBCEAFDDDDEEFFFDDGEEFFFDGGEEHHHHHGGEHHHHHGGE,AABBBCCCAABBBBCCAAADBBBCAEDDDDBFEEEDDFFFEEEDGFFFEEHHGGGFHHHHHGGF,AAAAABBBAAAAAABBCCDDAABBEEDDDDFFEEEDDGFFEEEGGGFFHEHHGGGFHHHHHGGF,......x.....x...x..........x.....x.............x.....x....x.....,130,Medium,True
puzzle_28,8,AABBBCCDABBBBCCDABBBCCCDBBBBCCDDEEEEFCGDEEEFFFGGHHHFFGGGHHHHFGGG,ABBBBCCDABBBBCCDAEBCCCCDEEECCCDDEEFFGCHDEFFGGGHHEFFGHHHHFFFFHHHH,AABBBCCDABBBBCCDAEBBCCCDEEEBFCDDEEEFFFDDEEFFFFGGFFFFFGGGHHHHHGGG,AABBBCCDABBBBCCDABBBCCCDEEECCDDDEEEFFFGDEEHFFFGGEHHHFGGGHHHHFGGG,AAABBCCDAABBBCCDAEBBCCCDEEEBFCDDEEEFFFDDEEGFFFHHGGGGFHHHGGGFFHHH,AAABBCCDBBBBBCCDBEBBCCCDEEEBCCDDEEEFFCDDEEEFFFGGEEHHFGGGHHHHHGGG,x..........x.........x.........x.x..........x.........x...x.....,131,Medium,True
puzzle_2072,8,AAAABCCCAAAABBCCDDABBBBCDDDBBEECDDFEEEGGFFFHEEGGFFHHHGGGFHHHHHGG,AAAABCCCDAAABBCCDDAABBCCDDDBBEEEDFFEEEEEFFFFEEGGFFHFHGGGHHHHHHGG,AAAAABBCDAAABBBCDDABBBBCDAABBEEEDFFEEEEEFFFFEEGGFFFHHGGGFHHHHHGG,AAAAABBBCCCCAABBDDCAAAABDDDAAEEBDFFEEEEEDFFGEEHHFFFGGHHHFFGGHHHH,AAAABCCCAAAABBCCDAABBBBCDDDBBEEEDFEEEEEEFFEEEEGGFHEHHGGGHHHHHHGG,AAAABCCCAAAABBCCAADBBBBCDDDBBEECDFFBBEEEFFFFEEGGFFHHGGGGFHHHHGGG,.......x..x.........x...x............x...x............x....x....,131,Medium,True
puzzle_2842,8,AAABBBBBAAABBCCCADDEECCCDDDEEECFDDDDEEFFGDDHHFFFGGHHHHFFGHHHHHFF,AAABBBBBAAAABBCCAAADDCCCAAEDDDCCEEEEDDFCGEEHHFFFGGHHHHFFGGHHHHFF,AAABBBBCAAAABBCCAAADDCCCAAEDDDCCEEEEDDFFGEEGDFFFGGGGGGFFHHGGGGFF,AAABBBBBAAAABBCDAAEFFCCDAEEFFFFDEEEEFFFDGEEHFHDDGGHHHHDDGGGHHHDD,AAABBBBBAAAABBCCAAADDCCCAAEDDDCCEEEEDDCFGEEHHFFFGGEHHFFFGGGHHHFF,AAABBBBBAACCCBDDAACCCDDDAECCCCDDEEEECCDFGEEHHFFFGGHHHHFFGGHHHHFF,.....x...x............x.....x.....x............x...x....x.......,131,Medium,True
puzzle_421,8,AABBBBCCAABBBCCCADDBBEECAADDEEEEDDDDFFFEDGDHFFFFGGHHHFFFGGGHFFFF,AABBBBCCAABBBBCCAAABBDDCAEEEDDDDEEEEFFDDGGEHFFDFGGHHFFFFGGGHHFFF,AABBCCCCAABBBBCCAAABBBDDAAEEBDDDAAEEFFDDGGEHFFFFGGHHHFFFGGGHHFFF,AABBBBCCAABBBBBCAAABBBDCAEEEDDDDEEEEEFDDGEEHFFFFGGHHHFFFGGGGHFFF,AABBBBCDAABBBBCDAAABBCCCAAEECCCCEEEEFFCCEEEGFFFFHHGGGFFFHHHGGFFF,AABBBCCCAABBBBCCAAABDDDCEEEEDDDDEEEEEFDDEEEGFFFFHHGGGFFFHHHGGFFF,.......x....x...x.............x...x..........x.....x.....x......,132,Medium,True
puzzle_645,8,AAABBBBBACCBBBBBCCCCBBDBCCCEFFDDCCEEFFFDEEEEFFGDHHHEEGGGHHHHHGGG,AAABBBBCADDBBBBCDDDDBECCDDDFEECCDDFFEEECGGGFFEHHGGGFFHHHGGGGGHHH,AAABBBBCADDBBBBCDDDBBBBCDDDEFFCCDDEEFFFCGGEEEFHHGGGEEHHHGGGGGHHH,AAABBBBCADDBBBBCADDBBBCCDDDEBFCCDDEEFFFCEEEEEEGGHHHEEGGGHHHHGGGG,AABBBBBCADBBBBBCDDDBBECCDDDFEECCDDFFFEECFFFFFEGGHHHFFGGGHHHHHGGG,AAABBBBCADDBBBBCDDBBBBCCDDDEBBCCDDEEFFFCEEEEEFGCHHHEGGGGHHHHHGGG,x...........x....x.............x.....x.....x..........x...x.....,132,Medium,True
puzzle_60,8,AAABBCCCAABBBCCCDABBECECDDFBEEECDDFFEEECDFFFGEHHDFFGGHHHFFFFGGHH,AAABBBCCAABBBBCCAABBBDCCAAEBDDDCFFEEDDDCFEEEGHHHFEEGGHHHFEEGGGHH,AABBBBBCAABBBBCCDABBEECCDAFEEEECDDFFEEECDFFFFGEGDFFFHGGGDFHHHGGG,AAABBBCCAABBBDCCEABBDDCCEEFDDDDCEEFFDDGCFFFFFGGGFFFFHGGGFHHHHHHG,AAABBCCCAABBBCCCDABCCCEEDDFCCCCEDFFFCCCEDFFFGCHHDFFGGHHHDFGGGGHH,AAAABBCCAABBBDCCEAABBDCCEEFBDDDCEEFFDDGCEFFFHGGGEFFFHGGGEFFHHHGG,.x.........x...........x.....x..x.........x...........x.....x...,133,Medium,True
puzzle_118,8,ABBBBCCCABBBBCDCAABBEEDCFFEEEDDGFFFEEDDGFFFDDDDGFHHHDDGGHHHHHDGG,AABBCCCCAABBBCCCAAABDDCCAEEDDDDDEEEEDFFGEHHFFFFGHHHFFFGGHHHFFFGG,ABBBCCCCAABBBCCCADDBEEECADEEEEEEDDDEEFFGDDDFFFFGHDHHFFGGHHHHHFGG,ABBBBCCCAABBDDCCAABBDDCCAEDDDDDFEEEDDGGFEEHGGGGFHHHHGGFFHHHHHGFF,ABBBBCCDAABBBBCDAAABDDCDAEEDDDDDEEEEDFFGEEEFFFFGEEHHFFGGEEHHHFGG,ABBBCCCCAABBBCCCAAABDDCCAEEDDDDFEEEEDFFFEEEFFFFFEEEGFFHHGGGGFFHH,......x....x....x...........x....x...........x.........x..x.....,133,Medium,True
puzzle_1251,8,AAABBCCCDAABBCCCDDBBBCCCDDDBBECFDDDBEEEFDGGHHEFFGGGHHHFFGGHHHHHH,AAAAABBBCAADEEBBCCDDDEBBCCCDEEEFCCEEEEEFGGGGEEFFGGGGHEHHGGGHHHHH,AAAAABBBCAADBBBBCDDDBEBBCDDDEEEFCGEEEEFFGGGEEEFFGGGHHHFFHHHHHHHF,AAAAABBBAAACBBBBAACCCDBBEECCCDDFEGGCDDDFGGGGDDFFGGHHHDFFGGHHHHHF,AAAAABBBCAADBBBBCDDDDBBBCCDDEEEFCGDDEEEFGGGEEEFFGGGHHEFFGGHHHEEF,ABBBBCCCABBDDCCCAAADDECCAADDDEEEDDDDEEEEDFFGEEHHFFFGGEHHFFFGGGGH,..x...........x....x....x............x.........x.x..........x...,133,Medium,True
puzzle_73,8,AAAABBBBAAAAABCBDEAAACCCDEEACCCCEEEFFCGCEEHFFFGCHHHHFFGGHHHHFGGG,AABBCCCCAABBBBCDAABBBDDDAEEBDDDDEEEFFDDDEEGFFFFHGGGGFFHHGGGGFHHH,ABBBCCDDAABBBCDDAAABBDDDAEEBDDDDEEEEEDDDEEFGGGGHFFFFGGHHFFFFGHHH,ABBBCCCCAABBBCDEAAABBDDEAFFBGDDEFFFFGDDEFFHGGGDEFHHHGGEEHHHHGEEE,ABBBCCCCABBBBCCCAABBBCDDAEEBFDDDEEEEFGDDEEHFFGGGHEHHFGGGHHHHFGGG,ABBBCCCCABBBBCDDAABBBDDDAEEBDDDDEEFFFDDDEEGFFFFFGGGGFFHFGGGGFHHH,.....x.....x....x.............x..x..........x.....x............x,134,Medium,True
puzzle_239,8,AAAAAAABCCAADDBBCCCDDDBBCCCDDEEEFCCGGGEEFFFGGGEEFFFGGGGGHHHHGGGG,AAAAAABBCCAADBBBCCDDDDBBCCCDDEBEFCCCDEEEFFGHHHEEGGGHHHHHGGGGHHHH,AAAABBCCDDAABBCCDDDBBBECDDDDBEEEFDDDEEEEFFGGHHEEFGGGHHHHFGGGGHHH,AAAAAABBCCAADDDBCCDDDBBBCCCDDDEEFCCCDEEEFFGHHHEEFFGHHHHHFGGHHHHH,AAAAAABBCCAADDBBCCDDDDDBCCDDDDEEFCCDDEEEFCCGHHEEFFGGHHHHFGGGGHHH,AAAAAABBAAAACBBBAAACCCBBDDDDCEEBFDFDEEEEFFFGGGEEFFHGGGGGFHHHGGGG,...x...........x....x....x............x.x............x....x.....,134,Medium,True
puzzle_103,8,AAAAABBBCAAADBBBCCADDDEBCCCFDEEECCCFFEEECCFFFGGEHHHFGGGGHHFFGGGG,AAABBBBBAAAAABBBCADDDDEBCCDFDEEBCCFFFEEECFFFFGGGHHFFGGGGHHHFGGGG,AAAAAABBAAAACCBBDAACCCBBDDACCEEEDAAFCGEEDDFFFGGEHHHFGGGGHHHHGGGG,AAAABCCCAAAABCCCAAABBBDCAAABBDDDEEEFBDDDEEFFFFDDGGFFHHHHGGGFHHHH,AAAABBBBAAAABCCCDAABBBECDDFBBEEEDDFFFEEEDGFFFHHHGGGFHHHHGGGFFFFF,AAAABCCCAAAABBCCDAAABBECDDABBEEEDDFFFGEEFFFFFGGEHHFFGGGGHHHFGGGG,..x............x....x.........x.x..........x.........x...x......,135,Medium,True
puzzle_140,8,AAABBBCCAAABBCCCAADDBCCCDDDDDECCFFFDEEEEFFFFGGEEHFFFGGGGHHFFGGGG,AAAABBBCAAABBBCCAADDBCCCDDDDDEECFFFDDEEEFFFFGGEEHFFGGGGGHFFGGGGG,AAAAAAABAAACCCBBAADDCBBBDDDDDEEBFFFDDGEEFFFFGGEEFFFGGGGGHHHHGGGG,AABBBBBBAAABBBCBAADDBCCCDDDDDDECFFFDDEEEGFFFHHEEGGFFHHHHGGGGHHHH,AAABBBCCAAAABBCCAADDBBCCEDDDDFFCEGGDDFFFEGGGHFFFEGGGHHHHEEGHHHHH,AAABBBCCAABBBBCCAADDBBECDDDDDEECFGGDEEEEFGGDEHEEFFGHHHHHFFFHHHHH,.x..........x..........x...x..........x...x..........x..x.......,135,Medium,True
puzzle_211,8,ABBBBBCCABBBBCCCAADBECCCADDEEECCDDDEEECFDDDDEGFFHHHGGGGFHHHHGGGF,AABBBBCCAABBBCCCAADBECCCADDEEECEDDDDEEEEDFDDEGHHFFFGGGGHFFFFGGGH,AABBBBCCAAABBCCCAADEBCCCADDEEECCDDDDEFGGHHDDFFGGHHHFFFFFHHHHFFFF,ABBBBBCCAABBBCCCAADDDCCCADDDDDCCEEFFDDGGEEFFHHHGEEEHHHHGEEEEEEEG,AABBCCCCAABBBCCCAADDDCCCAEDDDDCCEEEEEDFFGGEEEHFFGGGHHHHFGGGGHHHF,AAAAAAAABBBAAAAABBCDDEEEBCCDDDEECCCCDDEFCGCCHHFFGGGHHHHFGGGGHHHF,...x....x.............x.....x.....x............x.....x...x......,135,Medium,True
puzzle_272,8,AABBBBCCAADBBCCCAADDBBCEADDBBBEEFFDDDGEEFFFHGGEEFFFHGGGEFFHHHGGG,ABBBBBCCAADBBCCCAADDBCCCADDDDCCEFFDDGEEEFFFFGGGEFHHFGGGGFHHHHGGG,AABBBBCCAADBBCCCAADDBDDDADDDDDDEFFFFDGEEFFFFGGEEFFHHGGGEFHHHHGGG,AAAABBCCAACCCCCCAADDCCCCADDDDCCEAFDDDGEEFFDHGGGEFFHHGGGEFHHHHGGG,AABBBBCCAADBBCCCAADDBCCCDDDDDCEEDFDDGGEEFFFFGGGGFFFHGGGGHHHHHGGG,AAAAAABBCDDAABBBCCDDABBECDDDDDEECFDDDGGEFFFFGGEEFFFHGGGEFFHHHGGE,....x.........x.x.........x............x.x...........x.....x....,136,Medium,True
puzzle_711,8,ABBBCCCCAABBCCDCAAABCCDDAEEECFDDEEEFCFFGEEEFFFGGEEHHFGGGHHHHHHGG,AAAABBBBCACABBBBCCCBBBDDCEEFFDDDEEEFFFDDEFFFFFGDEEFHFGGGFFFHHHGG,AAABBBBBAAAABBBBCCCCBBDDCEEFFDDDEEEEFFDGEEEFFFGGEEEHFFGGHHHHHHGG,AAAABBBBCAAABBBBCCAABBDBCEEFFDDBEEEFFFDBEEFFFFGHEEGGFGGHGGGGGGGH,ABBBBCCCAABBBCCCAAAACCDDAEEEFDDDAEFFFFDGEEEFFFGGEEHFFFGGHHHHHHGG,ABBBBCCCAABBCCCCAAAACCDDAEEEDDDDEEEEFDDGEEEFFFGGEEHHFFGGHHHHFFGG,..x..........x..x.............x..x..........x..........x...x....,136,Medium,True
puzzle_1924,8,AAAAAAABCCDAAABBCDDAAEBBCFDDEEBBFFFFFEEBFFFFEEGBFFFHHGGGFFHHHHGG,AABBBBBCAADBBECCADDDDECCADDEEECCFFDEEECGFFFFEEGGFFFHHGGGFFHHHHGG,AABBBBBCAADBBBCCADDDDEECADDDEECCFFDEEEECFFFFGHHHFFFGGHHHFFGGGGHH,ABBBBCCCAADBBBCCADDDDECCADDDEECCFFFEEEECFFFFGEHHFFFGGHHHFFFFGGHH,ABBBBBBCAADBBECCDDDDDECCDFDDEECCFFFEEEECFFFFEEGGFFFHHGGGFFHHHHHG,ABBBBBBCAADBBBCCADDDDECCAFFDEECCFFFEEEECFFFFGEHHFFFGGHHHFFGGGGHH,...x....x.........x............x.....x...x............x.....x...,137,Medium,True
puzzle_2832,8,ABBBBCCDAABBCCCDAABCCCCDAEEEFFDDEEFFFFDDEEEFFFGDEEHHFGGGHHHHHGGG,ABBBBCCDAAABCCCDAAACCCCDEEEECCDDEEEEFCDDEEEFFFGDEEHHFGGGHHHHHGGG,ABBBBCCDAABBCCCDAABCCCCDAEEECCDDEEEEFFDGEEEFFFGGEEHHFGGGHHHHHGGG,AAABBBBCDDABBBBCDDABBBBCEEEEFBCCEEEFFFCCEGEEFFCCEGGGFHHHGGGGGHHH,ABBBBCCDAABBCCCDEEBCCCCDEEEECCDDEEEFFCDDEEFFFFGGEEHHFGGGHHHHHHGG,ABBBBCCDAABBECCDAABEECCDFFFEECDDFFFEECGDFFFEEEGGFFHHEGGGHHHHHHGG,..x.....x............x.........x.x..........x.........x....x....,137,Medium,True
puzzle_2864,8,AAAAABBCAADDBBCCAAADDBCCEADDDDDCEDDDFFGCEEHFFFGGEHHHFFGGHHHHFGGG,AABBBBBCAAADBCCCAAADDCCCEADDDDCCEEDDFFFCEEGFFFFFGGGGFFHHHHHHHHHH,AAABBBCCAAADDBCCAAADDDCCEADDDDCCEEDDFFFCEGGFFFHHGGGGHHHHGGGGHHHH,AABBBBBCAAADBBCCAAADDBBCEADDDDCCEEDDFFGGEHHFFFGGEHHHFGGGEHHHGGGG,AAABBBBCAAADBBCCAADDDBCCEADDDDDDEEEDDFFDEEGFFFFHEGGGFFHHEGGGHHHH,AAAAAAABAAACAABBDDDCCABBEDCCFFBBEECCFFFBEEGFFFFFEGGGFHHHGGGGHHHH,.....x.........x.x.........x....x...........x.....x...........x.,137,Medium,True
puzzle_996,8,ABBBBCDDABBBBCCDAAABEEDDAAAEEEDDAAFFEDDDAGFFFDDHGGGFFHHHGGGFFHHH,ABBBCCCCABBBBCCCAABBDDEEAADDDDEEAAFFFEEEFFFFFEEGHHFFFGGGHHFFFGGG,ABBBCCCCABBBDCCCABBDDDEEAADDDDEEFGGGDEEEFGGGGEEHFFGGGHHHFFFGGHHH,ABBBCCCCABBBBCCCAABBCCDDAAEEEEDDAFGGEDDHFFFGGDDHFFFGGHHHFFFFFFHH,ABBCCCCCABBBCCCCAABDDDEEAAFFDDEEAAFFDEEEAFFFFEEGHFFFFGGGHHHFFGGG,ABCCCCCCABBBDCCCAABDDDEEAADDDDEEAFFFDEEEGFFFFFEHGGFFFHHHGGGFFHHH,.....x....x.....x...........x.........x....x...........x.x......,138,Medium,True
puzzle_1821,8,AAAAAAABCCCABABBCDDEBBBBDDDEEFBBDDEEEFFFGGGEFFFHGGGGFFFHGGGGFFHH,AABBBBBBAAABBBCCADDDBCCCDDDDECCCDDEEEFFFGGGEFFFFGGGGFFGFGGGGGGGH,AABBBBBCAAABBBCCADDEBCCCDDDEEECCDDEEEEFCDDGEFFFFGDGGGFFHGGGGGFHH,AABBBBCCAADBBCCCADDECCCCDDEEECCCFDEEEGCCFFFEGGGHFFFFGGGHFFFFFGHH,AABBBBCCAAABBCCCADDECCCCADDEECCCDDEEEFFFGDGEFFHHGGGGFFHHGGGGFHHH,AAAABBCCAAABBCCCADDECCCCDDDEECCCDDEEEFFFGGGEFFFFGGGGFFHHGGGGHHHH,....x...x.............x..x.........x.........x....x............x,138,Medium,True
puzzle_614,8,AABBBCCCAABBDCCCAABDDDCEAABDDDEEAAAFDGGEAHHFGGGGHHHFFGGGHHFFFGGG,AAAABCCCAABBBCCCAAABBBCDEBBBBBDDEEEFFFDDEGGFFFFDGGGHFFFFGGHHHFFF,AAAABBBBAAACBBBBACCCCCBDAECCCCDDEEEFFFDDEGGHFFFDGGGHHFFDGGHHHHFF,AAAAABBBAAAACBBBDAACCCBBDDCCCEEEDFFCCGEEDFFHGGGGFFFHHGGGFFHHHHHG,AAAAABBBAAAACBBBDDACCCBEDDDCCFBEDDDFFFFEDGGFFFFFGGGGFFFFGGHHHFFF,AAAABCCCADAABCCCDDABBBCEDDABBBEEDDDBBFFEDGGHFFFFGGGHHFFFGGHHFFFF,..x...........x.....x..........xx............x...x.........x....,139,Medium,True
puzzle_1220,8,AABBBBCCABBBBCCCADDBCCCCDDDBBCCEFDDDGGEEFFDFGGGEFFFFGHHEFFFHHHHH,AABBBCCCABBBBCCCADDBBCCCDDDDECCCFFDEEEGGFFFEEEEGFFFEEHHGFFFEEHHH,AABBBCDDABBBBCDDACCBCCDDCCCCCCDECCCCFEEEGGGFFFEEGGGGFHHEGGGHHHHH,AABBBCCCABBBBBCCADDBBCCCDDDDDCCEDFDGGCCEDFFGGGEEDFFGGHHEDFFHHHHH,AAABBBCCAABBBBCCADDBBCCCDDDDECCFGDDEEEFFGGDEEEEEGGGEEHEEGGGHHHHH,AAABBCCCDABBBCCCDDDBBCCCDDDDECCFGDDDEFFFGGDEEEFFGGDEEHHFGGGHHHHH,x..........x..........x...x............x....x....x...........x..,139,Medium,True
puzzle_1592,8,AAABBBCCAADDBBCCADDBBCCCADDDEECCDDFEEEEGFDFFEEGGFFFFEEGGHHHHHHGG,AAABBBCCAABBBBCCDDDBBBCCDDDDEECCDDFFEEEEFFFFFEEGHFFHHGGGHHHHHHGG,AAABBBCCAABBBBCCDDDBBCCCDDDDEECCDDFFEEEGDFFFFFGGFFFHHGGGHHHHHHGG,AAAABBCCDDBBBBCCDDDBBCCCDDDBEECCDDFFEEEGFFFFFEGGFFFHHHHGFFFHHHGG,AAABBBCCAABBBBBCADBBBCCCDDDDEECCDDFFEEEGFFFFEEGGFHFHHHHGHHHHGGGG,AAABBBCCADBBBBCCDDDBBCCCDDDDBEECDDFFEEEEFFFFFEGGFFFHHGGGHHHHHHGG,x...........x.........x..x...........x....x............x...x....,139,Medium,True
puzzle_29,8,ABBBBCCCAABBCCCCAABDCCCCABBDDCCEFFBDGEEEFFFGGGEEFGGGGGHEFFFGGHHH,ABBBBCCCAABBCCCCAADDCCCEADDDDCCEFDDDDCEEFFFDGGEEFFGGGGHEFFGGGHHE,ABBBBCCCAABBCCCCDADDCCCCDDDDDCCEFFDDDEEEFFFDGGEEFFFGGGHEFFFGGHHH,ABBBBCCDAAEBCCCDAAEECCCDAEEEECDDFFEGEDDDFFFGGGDDFFGGGGHHFFGGGHHH,ABBBBCCCAABDCCCCAEDDCCCCAEDDDCFFEEEDDFFFEEEGGGFFEEGGGGHFEEEGGHHH,AABBBCCCAABBCCCCAABBCCCCADDDECCFGGDDECFFGGGEEEFFGGGEEEFFGGGEEHHH,..x.....x............x.....x...........x.x..........x.........x.,140,Medium,True
puzzle_100,8,AAABBCCDAAAABBDDAAAABBDDAAEBBBBDEEEEBFFFGEEHHFFFGHHHHFFFGGHHHFFF,ABBBBBBCABAADBCCAAAADDCCAAEDDDFCAAEEDFFFGEEHHFFFGGHHHFFFGGHHHFFF,AAABBBBCAAAABBCCAAADDDCCAAEDDDDCEEEEDDFFGGEHDFFFGGHHHFFFGGHHHHFF,AAABBBBCAAABBBCCAAADDDCCAAADDDDCEEEEDDFCGEEHHFFFGGHHFFFFGGGGGFFF,AAAABBBCAAAABBCCAAAADDCCAAEDDDDCEEEEDDFFEEEGDFFFHHEGGFFFHHGGGFFF,AAABBBBCAAADDBCCAAADDDCEAAFDDDEEFFFFDEEEGFFHHEEEGGHHHEEEGHHHHEEE,.....x.........x.x..........x.....x...........x....x....x.......,140,Medium,True
puzzle_314,8,AAAAABBBCCAABBBBCCCCBBDDCCEEBBDDEEEEFDDGFEEFFFGGFFFFFGGGHHHFFGGG,AABBBCCCAAABCCCCAADDCCEEAADDEEEEDDDFFEEEGDDFFEEHGGDFFFHHGGGFFFHH,ABBBBCCCAABBCCCCAAABCCDDAAEEDDDDEEEEEDDFEEEEGGFFHHEGGGGFHEEGGGGG,AABBBCCCAAABCCCCAAAACCDDAAEEDDDDEEEEEDDFGEEEEHFFGGEHHHHFGGGHHHHF,AAAAABBBCCAABBBBCCCCBBDDCCEEDDDDEEEEEEDFGEEEHHFFGGEHHHFFGGGHHHHF,AABBBBCCAAABCCCCAAABDCDDAAEEDDDDEEEEEDDFGEEEHFFFGGEHHHFFGGGHHHFF,...x.........x...x............x...x............x....x...x.......,141,Medium,True
puzzle_784,8,AAABBBBCAAAAAAACDAAEEACCDDEEFFCCDDDEFFGCDHHFFFGGHHHFFGGGHHHFGGGG,AAAABCCCAAABBCCDAABBCCCDAABBBBDDEFBBGGDDEFFGGGHDFFFGGGHHFFFFGHHH,AAAABBBBAAAAABBCDDAEECCCDDEEEECCDDEEFFFCDGGFFFFHGGGGFHHHGGGGHHHH,AAABBBBBAAAABBCCDAAEECCCDDEEEECCDDEEFFCCDGGFFFHHDGGFFHHHGGGHHHHH,AAAABBBCAAAAABCCDAAEEBCCDEEEEECCDDEEFFFCDGGFFFHCGGFFFHHHFFFFFHHH,AAAABBBBCCAABBBDCAAEEBDDCCEEEEDDCCCEFFFDCGGFFFFDGGGGFFHHGGFFFFHH,.....x....x............x...x....x...........x....x............x.,141,Medium,True
