name,N,board_1,board_2,board_3,board_4,solution,score,tier,is_solved
puzzle_21977_rot90_flip_h_flip_antidiag,8,AAABBBCCAAAABBCCDAAAAACCDEEEECCCDDEECCCCDDDDCCFFGGGHHFFFGGGHHHFF,AABBBBCCAAADBBCCAAADDBCCEAADDBFFEEADGGFFEEAGGGHFGGGGGHHHGGGGGHHH,AAABBBCCAAABBCCCDDDDEECCDDFFEEEEDFFFFEEEDGGGGGEEGGGGHHEEGGGHHHEE,AABBBBCCAABBDCCCAABDDCCCEEBDDCCFEEGGDCFFEHGGGCFFHHHGGGGGHHHGGGGG,....x....x............x....x....x..............x..x..........x..,64,Medium,True
puzzle_44579_rot90_flip_v_flip_diag,8,AABBBBBBAABBBBBCDDDBEEECDDDDEECCFDDDGGCCFDDGGGCCFFDHGGCCFFHHHGCC,ABBBBBBBAACBBBBBAACCDDDDAACCDDDEAAAFFDEEAAFFFFFEGGFFFFHHGGFFHHHH,AAAAAABBCAAAAABBCDDDAEEECCDDEEEECCFFEEEGCCFFFEEGCCFFHEGGCCFHHHGG,AABBCCCCAABBBBCCDDBBBBBEDDDBBFEEDDGGFFFEDDGGFFFFDDGHHHHHDHHHHHHH,x.............x...x..........x.........x...x.....x..........x...,64,Medium,True
puzzle_961_rot180_flip_diag_flip_antidiag,8,AAABBBBBCAAADBBBCCDDDDBBCCDDDDDEFFDDDDEEFFGGDDEEFFHHHHEEFFFHHHEE,AAAAABBBAAAACBBBDDCCCCBBDDCCCCCBDDECCCFBGDECCCFFGGGGHHFFGGGGHHHF,AABBBCCCAABBBBCCAADDEECCAADDDDCCADDDDDFFGGDDDDFFGGGDHHHFGGGGGHHH,ABBBCCCCAABBCCCCAADDDEFCGADDDEFFGDDDDDFFGGDDDDFFGGGDHHHHGGGHHHHH,.......x...x.........x...x............x...x.........x...x.......,64,Medium,True
puzzle_78720_rot90_rot180_flip_v,8,AAAAABBBAACABBBBCCCDDBDECCCDDDDECCFFFFEECGFFFFHHGGGGGHHHGGGGGHHH,AABBBBCCAAABBBCCAADDBBBCAADDEECCAADDEEFCGGDDEFFFGGGHEEFFGGGHHHFF,AAABBBBBAAAABCBBDEAEECCCDEEEECCCDDFFFFCCGGFFFFHCGGGHHHHHGGGHHHHH,AAABBBBBAAABBBBBAACCCCBDEECCCCDDEFFFFDDDEFGFFDDDGGGGHDHHGGGHHHHH,..x............x...x....x.............x.....x....x...........x..,66,Medium,True
puzzle_325_rot180_flip_diag_flip_antidiag,8,ABBCCDDDABBCCCDDABBAEFFFAAAAEEEFAAEEEGGGHAEEEGGGHHEEEGGGHHHEEGGG,AAAABBCCAAAADBCCAAAADBECDDDDDDEEDDDDFFEEGDDDFHHHGGFFFHHHGGGFFFFF,AAAAABBBCCCAAABBCCCADDDBEEAADDDDEEDDDDDDFEGDHHHHFFGDHHHHFFGGHHHH,AAABBCCCAAABBBCCAAABBBDCAAABBBDDEBBBDDDDEEEBDFFDGGHHHFFDGGGHHFFD,....x.........x...x............xx............x...x.........x....,67,Medium,True
puzzle_508_rot90_rot180_rot270,8,AABBBBCCAABBBCCCAAABDCDDEAAFDDDDEEFFGGHHEEFFGGHHEEEEEGGHEEEEEGGH,AAAAABBBAAAABBBBAACCBBDDAACCCDDDAAEEFFDDEEEEFGGDEEHHFFGGHHHHFFGG,ABBCCCCCABBCCCCCAABBDDCCAABBDDCCEEEEDFFCEEGEHFFFGGGHHHFFGGHHHHFF,AABBCCCCAABBCCDDEAABDDDDEEBBDDFFEEEGGGFFEEHHGGFFHHHHFFFFHHHFFFFF,......x.x..........x.........x....x.........x..........x.x......,67,Medium,True
puzzle_10276_rot90_flip_h_flip_antidiag,8,AAAAABBBCCCCCBBBCCCCCBBDCCCCEEDDCCFEEEDDCFFEGGGDHHHEEGGGHHHHEGGG,ABBBBBCCABBBBDCCABBBDDCCABBBEEECABBEEFEEGGGEEFFFGGGHHFFFGGHHHHFF,AABBBBBCAADBBBBCAADDBBBCAEEEBBBCEEFEEBBCFFFEEGGGFFFHHGGGFFHHHHGG,AAAABCCCAAABBCCCDEEBCCCFDDEBBBFFDDDDBBFFDDDDDGGFDDDDDGGGHHHHHGGG,x............x....x............x....x....x............x....x....,68,Medium,True
puzzle_17217_rot90_flip_v_flip_diag,8,AAAABBBBCCAABBBBCCAABDDDEEAADDDDEEFFDDGGEFFFGGGGFFFHHHHGFFFHHHHH,AAAABBBBAAAABBCCDDDABBCCDDDDBBEEFFDDGGEEFFFFGGGEFHHHHGGGHHHHHGGG,AABBBCCDAAABBCCDAAAADDDDEEAADDDDEEFGGHHHEEFGGGHHEEFFGGHHEFFFGGHH,ABBBCCDDAABBCCDDAABCCCDDAABCCDDDAAEEFFFFEEEEFFFFEEEGGHHFEEGGGHHF,...x..........x..x..........x..........xx............x....x.....,68,Medium,True
puzzle_2929_rot90_rot180_flip_antidiag,8,AABBCCCCABBBCCCCABBBBCDDABBEEDDDFFBEEDDDFFBBEEGGFFFHEEGGFFFHHHGG,AABBBCCCAADDBCCCAADDEECCFFFDDECCFFFDDEEGFFHEEEEGHHHHEEEGHHHHEEGG,AAAABBBBAAAACCCBAACCCCCCDDCEECCCDEEEECFFDEEGGFFFHHHGGGFFHHHGGGFF,AAABBBCCAAABBBCCDEEBBCCCDEEEEFCCDDFEEFFFGGFFFFFFGGGGFFFHGGGGHHHH,....x....x............x.x..........x...........x..x..........x..,68,Medium,True
puzzle_30117_rot90_flip_h_flip_v,8,AAABBBBBCAAABBBBCCADDDEECCDDDDEECCFFDDEECGFFDDEEGGFFHHHHGFFFHHHH,ABBBCCCCAABBCCCCDABBEEFFDDBBEEFFDDEEEEFFDDGEEEFFDGGGHHHHGGGHHHHH,ABBBBBCCAABBBCCDAAAEDDDDFAEEDDDDFFEEEEGGFFEEEEGGFFHHHHGGFFHHHHGG,AAAABBBCAAAABBCCDDEEBBCFDDEEBBFFDDEEEEFFDDEEEGFFHHHHGGGFHHHHHGGG,.......x...x.....x..........x.........x...x.....x............x..,68,Medium,True
puzzle_16959_rot90_rot180_flip_diag,8,AAAAABBBAAAAABBBCDDDBBBECCCDDDBECFFFDEEEGGGFFEEEGGGHHHHHGGGHHHHH,AAABBBCCAAADBECCAAADBECCFFDDEECCFFDEEGCCFFHHEGGGFFHHGGGGFFHHHHGG,AABBBBCCAAAABBCCAAADBBCCEEADDFCCEEDDFFCCEEDGFHHHEEDGFHHHEEGGGHHH,AAABBBBBAAABBBBBCAAADDDECADDDEEECCCDFFFECCCFFGGGHHHHHGGGHHHHHGGG,.....x...x.............x...x....x...........x.........x...x.....,69,Medium,True
puzzle_93626_rot90_flip_h_flip_v,8,AABCCCDDAABBCCDDAAADDDDDAAADDDDDEAADFDFFEEGGFFFFEEGGHHFFEEGGGHFF,AABCCCDDAABBCCDDAAAACCDDAAEAEFFDEEEEEFFFEEEEEFFFEEGGHHFFEEGGGHFF,AAAABBBBAAAABBBBCCABBBDDECAABBDDEEEBBBFDEEEGGGFFHHHGGGGGHHHHGGGG,AABBBCDDAABBCCDDAABBDDDDAEEFDFDDEEEFFFFFEEEFFFFFEEGGHHFFEEGHHHFF,.....x.....x.....x.............xx.............x.....x.....x.....,69,Medium,True
puzzle_15651_rot90_flip_diag_flip_antidiag,8,ABBBCCCCABBDDCCCAADDDCCCAAAEEEEEAAAEEEEEAFFGGGGGAFFHHHGGFFFHHHGG,AAAABBBCAAADDBBCAAADDDCCEEEEECCCEEEEECCCFFFFFGGCFFHHHGGCFFHHHGGG,AABBBCCCAABBBCCDAAAAACCDEEEEEDDDEEEEEDDDFFFGGGDDFFFGGHHDFFFFHHHD,AAABBCCCAAABBCCCDDABBCCCDDABBEECDDABBEEFGGGHHEFFGGGHHHFFGHHHHHHH,..x...........x....x....x..............x.....x...x..........x...,70,Medium,True
puzzle_1805_rot90_flip_h_flip_v,8,AABBBBBBAABBBBCCADDDDDCCADEDFDCCGGEEFFCCGGEEFFHCGGEEFFHHEEEEFFHH,AABBBBBCAAABBBBCDDDDEECCDDDDDECCFFFFEECCFFFFFECCFGGGEEHHFGGGHHHH,AABBCCCCAABBCCDDEABBCCDDEEBBCCDDEEFBFCFGEEFFFFFGEEHHHHGGHHHHHHGG,AAAABBCCDDAABBCCDDAABBCEDDAABBEEFGAGBGEEFGGGGGEEFFHHHHEEFFHHHHHH,....x....x............x....x....x............x.........x..x.....,70,Medium,True
puzzle_24173_rot90_rot180_flip_diag,8,ABBBBBBCAAADCCCCAADDCCCCADDEECCCFFDDECCGFFDDDDGGFFFHHHHHFFFHHHHH,AAAABBCCDAAAABCCDAAAAECCDAAFFECCDEEFEECCDGEEEEHHDGGEHHHHGGGGHHHH,AAABBBBBAAABBBBBAACCCCDDAACCEFFDGCCEEFFFGGCCFFFFGGGCFFFFGHHHHHHF,AAAABBBBAAAACBBDAACCCCBDEECCFCCDEECFFGGDEECGGGGDEEHGGGGDEEHHGGGG,.....x...x.............x....x.....x...........x.x..........x....,70,Medium,True
puzzle_51910_rot90_rot180_flip_v,8,AAAABBBBAAABBBBBAAACCBBBDDDCCEBEDDCCCEEEFFCGGGGEFFFGGGHEFFFFGHHH,AAABCCCCDABBBCCCDBBBBECCDDDEEEFFDGDEEFFFGGGEEHHHGGGGGHHHGGGGHHHH,AAABBCCCAAABBCCCAADDBCCCAEEDDDFCEEEDDDFFGEEHHFFFGGEHFFFFGHHHHFFF,AAAABCCCAAABBBCDAAEBBBBDFFEEEDDDFFFEEDGDHHHEEGGGHHHGGGGGHHHHGGGG,..x...........x.....x....x...........x.....x....x..............x,70,Medium,True
puzzle_9759_rot90_rot180_flip_diag,8,AAABBBBBAAACCBBBAADDCBBBDDDDDDEBFDDDDEEEFDGGGHEEFFGGHHHEFFGGGHHH,ABBBCCCCAABBBCCCAAABDCCCEAEDDFFCEEEDDDFCEEEDDDGGHHDDDGGGHHHHDGGG,AABBBCCCAABBCCCDAEBBBCDDAEEEEDDDEEEEEEDFGGEEHFFFGGGHHFFFGGGFFFFF,AAABCCCCAAABBBCCAABBBDDDEFBBBDDDEFFBBDGDEEEBHGGGEEEHHHGGEEEEHHHG,.....x.....x....x.............x...x.........x....x.............x,70,Medium,True
puzzle_98410_rot90_flip_diag_flip_antidiag,8,AAAAABBBAACCCBBBADCCCEBBDDDDEEEEDDDDEEEEFFFFEEGGFFFHEGGGFFFHHGGG,AAABBCCCAAABDCCCAAAADDCCEEEEDDDDEEEEDDDDFEGGGDHHFFGGGHHHFFFFFHHH,AAABBBBBAAACCCBBAADCCCEBDDDDEEEEDDDDEEEEFFDDGGGGFFFDHGGGFFFHHGGG,AAABBCCCAAABBBCCAAABBDDCEEABBDDCEFFFFDDCGGFFFFHHGGGFFHHHGGGFFHHH,.x.........x...........x.....x..x.............x...x.........x...,70,Medium,True
puzzle_1006_rot90_rot180_rot270,8,AAABCCDDAABBCCDDBBBBCCDDBBBBCCDDEECCCFFFEEGGHFFFGGGGHHHHGGGHHHHH,AABBCCDDAABBCCDDAAAECCCDFAAECCCCFFFEEEEEFFGGEEEEFFGGHHHHFFGGHHHH,AAAAABBBAAAABBBBCCCABBDDCCCEEEDDFFEEGGGGFFEEGGGGFFEEGGHHFFEEGHHH,AAAABBCCAAAABBCCDDDDBBCCDDDDDCCCEEEEDFFCGEEEDFFFGGEEHHFFGGEEHHFF,..x.........x..........x.x............x.x..........x.........x..,71,Medium,True
puzzle_906_rot180_flip_diag_flip_antidiag,8,AABCCCCDAABBCCDDAABBCEFFAABBEEEFAABEEEEEGGBEEHEEGGGGEHHEGGEEEHHH,AAAAABBBAAAAABBBCCCCCCBDECCCDDBDEEEDDDDDEEDDDFFFEGHDDDFFGGHHDDDF,AAABBBCCBAABCCCCBBABBDCCBBBBBDEEFBBBDDEEFFBGDDEEHHGGDDEEHGGGGDEE,ABBBCCDDAABBBCDEAAABBBEEBBBBBEEEBFBBGGGEBFGGGGGGFFFHHHHHFFFHHHHH,....x.........x...x............xx............x...x.........x....,71,Medium,True
puzzle_16158_rot90_flip_v_flip_diag,8,AAABBBCCAAABBBCCDDBBBBCCDEEBBBBCEEEEEFFFGGEEEFHFGGEEFFHHEEEFFFHH,ABBACCDDABBAACDDAAAAAEDDFAAAEEEEFFAAEEEEFFFFEEEEGGGFEHHHGGFFHHHH,AABBBCCCAABBBCCCAABBBBDDABBBBEEDFFFEEEEEFGFEEEHHGGFFEEHHGGFFFEEE,AABBCCCCAAABDCCCBBBBDDDDBBEEDDDDBEEEDDDDEEEEEDFFEGGEEHFFEGGEHHFF,.....x....x............xx..........x..........x..x..........x...,72,Medium,True
puzzle_25871_rot90_flip_diag_flip_antidiag,8,AAAABCCCAAABBCCCAABBBCCCDEEEBBFGDDEFFFFGDDGGGGGGDDDGGGGHDDDDHHHH,AAABCCCCAAABBCCCAAABBBCCDEBBFFFGDEEEEFGGDDDDDDGGHDDDDGGGHHHHGGGG,AAAABBBBACCCCBBBCCCCCCBBCDDDDEBBCDFFEEEBGGGFFFHHGGGFFHHHGGGFHHHH,AABBBCCCABBDDCCCABBDECCCABBDEEEEFBBDGEEHFFBGGEHHFFFFGHHHFFFFFHHH,x...........x.........x..x...........x.....x...........x..x.....,72,Medium,True
puzzle_329_rot90_flip_h_flip_antidiag,8,AABCCCDDAABCCCDDAABBCCDDAAABCDDEAAFFEEEEFFFFEEEEFFGGHHEEGGGGHHEE,AAAABBCCDDAABBCCDDDDCCCCEEDDCCCCEEEFGHHCEEFFGGHHEEFGGGHHEEFGGGHH,AAAAABBBAAAABBBBCCAABDDDCCAADDDDEEFFGGDDEEFFHGGGEFFHHHHHEFFHHHHH,AAABBBBBAAAABBBBCCCABBDDCCCCBBDDCCEEFFGGEEEHFFGGHHHHHFFGHHHHHFFG,..x.........x....x............x....x...........x.....x..x.......,72,Medium,True
puzzle_13076_rot90_rot180_flip_diag,8,ABBBBBBCAAABBBCCDDDBBBCCDDDEEECCDDDEFFCCGGDEFFHHGGGGFFHHGGGFFFFF,AAABBBCCAAABBBCDAABBBBCDEAFFFDDDEEEEFDDDEEEEFDDDEGGHHHHDEGGHHHHH,AAAAABBBCCAABBBBCCAADEBBFFAADEEEFFDDDEEEFFGGGEEEFFGGGHHHFGGGGGGH,AABBBCCCDABBBCCCDABBBBCCDDDEEECFDDDEFFFFDDDEFFFFDGGGGHHFGGGGGHHF,...x.....x............x.....x...x..............x.....x....x.....,73,Medium,True
puzzle_20943_rot90_rot180_flip_antidiag,8,AAABBCCCAAABBBCCDAAAEBCCDAAEEBCCDDAEFFFFDDGGFFFFDGGGHHHHDHHHHHHH,AAAAAABBCDAABBBBCDDBBBBBCDDEEBFFCCGGEEFFCCGGFFFHCCGGHHHHCCGGHHHH,AAAAAAABAAAACCCBDDDDCCBBDDDDEFBBGGHEEFFBGGHEFFFBGGHHHFFFGGGHHFFF,AABBCCCCAABBCCCCAABBDDDCAABBEEDDAFFEEGDDAFFGGGGGAFHHGGGGHHHHHHGG,...x..........x..x..........x..........x..x..........x..x.......,73,Medium,True
puzzle_40584_rot90_rot180_flip_h,8,AAABBBBBAAABBBBBCCDDDDDBCCCCCEFFCCCCCEEFGHHHHEEFGHHHHEEEGGGEEEEE,AAAAABBBAAAAABBBACCCCCDDEEFDDDDDEFFDDDDDEFFGGGGHFFFGGGGHFFFFFHHH,AAAAABBBAAACCCCBDAACCCCBDAAEEEEEDDAEEEEEFGGGGGEEFFFFFHHHFFFFFHHH,AAABBBCCAADBCCCCAADCCCCCAADEEFFCAADEEFFCGGDEEFFHGGEEEFFHGGEEEHHH,.....x....x.........x.........x.x..........x...........x.x......,73,Medium,True
puzzle_90888_rot90_rot180_flip_antidiag,8,ABBBBCCCAABBCCCCAAADDEEEAADDDEEEAADDDDDEAFFFGGGGAHHFFGGGHHHHFGGG,ABBBBBBBAACBBBBDAACEEBDDACCEEEDDCCFEEEGDFFFEHHGGFFFEHHGGFFFHHHGG,AABBBCCCAABBDCCCAABBDCCCEADDDCFFEEDDDFFGEEHDDFGGEHHHHFGGHHHHHHHG,AAABBBBCAAAABBCCDDDEECCCDDDEEECCDEEEEECCFFFFGGGCFFFGGHHCFFFGHHHH,.....x....x.....x..............x....x....x............x....x....,73,Medium,True
puzzle_93200_rot90_rot180_flip_h,8,AABBBCCCAAABBDCCAAABDDDDAAADDDDEAFGGGHEEFFGGGHHEFFHHHHHEFFHHHHHH,AABBBBBBAABBBBBCAADDDBBCEADDDBCCEEEFFFFCEEEGFFFFEEEGGFHHEEGGGHHH,AAAAAABBCAAAAABBCAADDDBBCCADDDBECFFFFEEEFFFFGEEEHHFGGEEEHHHGGGEE,AABCCCCDAABBCDDDABBBDDDDEEBBFFDDEEEBFFDDEGGGFFDDGGGGHHHHGGGGGHHH,.....x..x..........x..........x..x..........x..........x..x.....,73,Medium,True
puzzle_69195_rot90_rot180_flip_antidiag,8,AAABBCCCAAABCCCCAAAAACDDEEAFFFDDEEEGGFDDEHGGGFFDHHGGGFFDHHHGFFFF,ABBBBBCCAAABBBCCAAAAACCCADDDAECFDDDDAEFFGDDHEEEEGGGHHEEEGGHHHEEE,AAABBCCCAAAABCCCDDACCCCCDDEEECFFDDEGGFFFDEEGGGHFDEEGGGHHEEEEGHHH,AAABBBCCAAABBCCCAAAABDDCEEAFDDDDEGAFDDDFGGGFFFFFGGHHHFFFGGHHHHHF,....x.........x...x............xx..........x.....x...........x..,74,Medium,True
puzzle_75568_rot90_rot180_flip_h,8,AAAAABBBAACDDBBBACCDEEBBCCCEEEEBCCCEFGGGCCCEFFGGCHHFFFGGHHHFFFGG,AAAABBBBAAACBBBBAACCBDDDEFCCDDDDEFFCCCDDEGGGGGHHEEGGGGHHEEEGGGGH,AABBBCCCAABBBCCDAABBEDDDAAABEDDDFEEEEDDDFFEEGDDHFFFGGDHHFFFHHHHH,AAABBBBBAAACCDBBAAEECDDBAEEEEDDDFFFGEDDDFFGGEDDDFFGGGHHDFFGGGHHH,.......x...x....x............x...x..........x.........x...x.....,74,Medium,True
puzzle_1832_rot180_flip_diag_flip_antidiag,8,ABBBBBCCAABDDBBEAADDDBBEAADDDDEEAAFFEEEEAAFFEEEEGGGGHHEEGGGHHHEE,AAAAAAABAAAAACCBDDAAECCCDDAAEEECDFGGEEECFFGGEECCFFHHHHHCFFHHHHHH,AABBBCCCAABBCCCCAAAADDEEAAAADDEEAAFFFFEEAGGFFFEEAGGFFGEEHHGGGGGE,AAAAAABBCAAAAABBCCDDEEBBCDDDEEBFCDDDGGFFCCCDGGFFHCCGGGGGHGGGGGGG,.......x...x.........x...x............x...x.........x...x.......,75,Medium,True
puzzle_39_rot90_rot180_rot270,8,AAAABBBBAAAABBBBACDDEBBBCCDDEEFFCCDDEFFGCCCHHFFGCCHHHHGGHHHHHGGG,ABBBBCCCABBBBBCCAABDDDCCAAADDDCCAAAEEEFFGAHHEFFFGGHHHFFFGGGGHFFF,AAABCCCCAAABBBCCAAADBBECAADDDEEEFFGGGEEEFFGGGHEEFFHHHHHEFFFHHHHE,AAABBBBBAABBBBCCADDBBCCCADDEFFCCDDEEFFCCGGGEFFCHGGGGHHHHGGGGHHHH,.x.............x....x.....x..........x.....x....x.............x.,75,Medium,True
puzzle_48902_rot90_rot180_flip_antidiag,8,AABBBBCCAAABBBCCAAABBDDDEEDDDDDFEEDDGHFFEEDDGHFFEGDGGHFFEGGGGHFF,AABBBBCCAABBBCCCDDDBBCCCEDDDDDFFEEGHDDFFEEGHDDFFEEGHHDHFEEGHHHHF,AABCCCCCAABBCCCCDDBBEEEEDDDBFFFFDDDBBBFFDGGBBBBFGGGHHHFFGGGHHHHH,AAAAABBBCCAAABBBCDDDDBBECCDDDEEECCCCDEEEFFFFDDEEGGGGDDHHGGGGGDHH,.x............x.....x...x............x....x............x...x....,75,Medium,True
puzzle_60888_rot90_rot180_flip_antidiag,8,AAABBBBBAAAAAABBCCCCDDDDCCCCDDDDECCCDFDDEGGGFFHHEGGGGHHHEEGGGHHH,AABBCCCCAABBBDDCAABBBDDDEABBBDDDEAFFFGDDEAFFGGHHEEFFFHHHEEFFFHHH,AABBBCCCABBBBCCCABBBDDCCAEEEFDFFEEEEFFFFEEEEFFFFGGGGGGHHGGGHHHHH,AAABBBCCAAABBBCCAADDBBECFFDBBBECFFFGGGECFFFGGGEEHFFGGGEEHHHHGGEE,.x.............x...x.........x..x...........x.........x...x.....,75,Medium,True
puzzle_70564_rot90_flip_h_flip_v,8,AAABBBCCDAABBBCCDDEEBCCCDEEEECCCDEEEFGGGDHEEFFGGHHHEFFGGHHHHFGGG,AAAABCCCAAADBBCCEADDBBCCEDDDBCCCEDDDDFFFEEDDGFFFEHHGGGFFHHHGGGFF,AAAABBBBAAAABBBBCCAABDDBCCCEDDDDCCEEEEEFGGEEEEFFGGHEEFFFGHHHHHFF,AABBBCCCAABBBCCDAAABEEDDAAAEEEEDFFFGEEEDFFGGEEHDFFGGEHHHFFFGHHHH,..x..........x..x.............x....x...........x.x..........x...,75,Medium,True
puzzle_36674_rot90_flip_h_flip_antidiag,8,AABBBBBCAABBBDCCAADDDDDCAAAEFDDCGAAEFDDDGGEEDDDHGEEEDHHHGGEEDHHH,AAABCCCCAABBBBCDAABBBBBDBBBEEBDDFFFFFBDDFFFGGBDDHFHGGGGGHHHHGGGG,AAAABCCCDABBBBCCDBBBBBCCDDBEEBBBDDBFFFFFDDBGGFFFGGGGGHFHGGGGHHHH,AABBCDDDABBBCDDDAABBCCCDAEEBFCCCEEEBFCCGEECCCCCGEEHHHCGGEEHHHHHG,...x..........x..x..........x..........xx............x....x.....,76,Medium,True
puzzle_37562_rot90_flip_v_flip_diag,8,AAAABBBBAAAABBBBCCAABBBDECFFFFFDECFFFFDDEEFFFFDDGGGFFHHHGGGGFFHH,AABCCCDDAABBBCDDAAAEEEDDAAAEEEEDFFFEEEEEFFFEEEGEFFFEHHGGFFHHHHGG,AAAABBCCAAABBCCCDDBBBBEEDFBBBBEEDFBBBBBEFFGGHHHEGGGGHHHHGGGGHHHH,AABBBCDDAABCCCDDAAEEEDDDAEEEEDDDEEEEEFFFEGEEEFFFGGHHEFFFGGHHHHFF,..x..........x..x..............x....x....x............x....x....,76,Medium,True
puzzle_6889_rot90_rot180_flip_diag,8,AAABBBCCAAABCCCCAACCCCCCAADDDEEEDDDDDEEEFFFGGEEEFFFFGHHEFFFGGHHH,AABBBCCCAAAABCCCAAAAAACCDDDEEECCDDDEEEEEDDDFFGGGDHHFGGGGHHHFFGGG,ABBBBCCCAABBBCCCAABBBCCDEEEFFCCDEGEFFCDDGGGFFCHHGGGFHHHHGGGFHHHH,AAAABCCCAAAABCCCAADBBCCCEEDBBFCFEDDBBFFFEDDGGGHHDDDGGGHHDDDGGGGH,....x....x.............x.....x..x..........x..........x...x.....,77,Medium,True
puzzle_1620_rot90_rot180_rot270,8,AAABBCCCAADBBCCCAADDBBCCADDDEECCFFDEEEEGFHHHGEGGHHHHGGGGHHHHGGGG,AABBCCCCAAABDCCCAAADDDDCAAAEDDFFGGGEEFFFGGEEEFHHGGGEHHHHGGGGHHHH,AAAABBBBAAAACBBBAADCCCBBDDDCCBBBDDEECFFFGEEEEFFFGGGEHFFFGGGGHHFF,AAAABBBBAAAABBBBAACABBBDACCCCEDDFFCCEEEGFFHHEEGGFFFHHEGGFFFHHGGG,..x.........x..........x.x............x.x..........x.........x..,78,Medium,True
puzzle_28040_rot90_rot180_flip_antidiag,8,AAABBBCCAAABBCCCAAABBCCCDDBBBEEEFDGBGEEEFFGGGHHEFGGGGHHEFGGGGHHH,AAABBBBCDAABBBBCDAABBBCCDDDBEBFCDDDEEEFFGGGEEHHHGGGEEHHHGGEEEHHH,AAABCCCCAAABBCDDAAAEDDDDEEEEEDDDEEEEDDDDEFFGGHHHFFFGGHHHFFFGGGGH,AAABBBBCAAABBCCCDAABBCCCDDDDEEEEDDDDDEEEFFFDEEEEFFFGGHEEFFFGHHHH,.......x....x.....x.....x.............x..x...........x.....x....,78,Medium,True
puzzle_47357_rot90_flip_diag_flip_antidiag,8,AAAAABBBCCAAABBBCCDEEEBFCCDEEEEFCCDDEEFFCGGGEEFFCGGGHHHHGGGGHHHH,AABBBBCCAABBDCCCAADDDDCCAADDDDEEFFFGDDEEFFFGGGEEFFFHHHHEFHHHHHHE,ABBBBBBCABBBBCCCAADDDCCCAAEEDCCCAAEEEEFFGGEEEEFFGGGEHHFFGGHHHHFF,ABBBBBBCAAABBBBCAAADDDCCAAADEECCFFEEEECCFFEEEEGGFFHHEGGGFFHHHHGG,..x............x....x...x..........x..........x..x...........x..,78,Medium,True
puzzle_803_rot180_flip_diag_flip_antidiag,8,AAAAAAAABBCCCCAABBCCCCCABDECCCFFDDEEECFGEEEEEEGGEEEEHGGGEEEEHHGG,AABBCCCCAAABCCCCAACCCCCCADECCCFFDDEEECFGHEEEEEGGHHEEEEGGHHHHHHHH,AAAABCCCAAABBDCCEAFDDDDCEEFFDDDCFFFFDDDCFFFFFDDCFFFGGHHCFFFGHHHC,ABBBCDDDABBCCDDDAEEDDDDDAEEEDDDDAEEEDDFFAEEEEDGFAAEHHGGGAAAHGGGG,..x.........x...x.............x..x.............x...x.........x..,78,Medium,True
puzzle_4379_rot90_flip_h_flip_antidiag,8,AABBCCCCAABBCCCCAAADEFFFDADDEFFFDDDEEEEFDDDGHHHFDGGGHHHFGGGHHHHF,AAAAAABBCCCDAABBCCCDAABBCCCDDDBBCEEDFFGGEEFFFHGGEEFFHHHHEFFFFHHH,AAABBBBCDAAABBBCDDDABBBCDDDEEEECDFDDECCCFFFDECCCFFGGHHHHFFGGHHHH,AABBBBBBAABBCDDDAABBCDDDAACCCDDDEEFFCGGDEEHFFFGGHHHHFFGGHHHFFFFG,..x...........x.x...........x....x.............x...x.........x..,79,Medium,True
puzzle_55590_rot90_flip_v_flip_diag,8,AABBBBCCAABBDCCCAEEEDFFFAEEEDDDFAAEEDDDFGGGGDDDFHHGGDDDDHHHHHDDD,AABCCCCCAABCDDCCABBDDDEEABBDDDEEAFFFFFFEFFFFFGHEFFFFFGHHFFGGGGHH,AAAAABCCAADDABCCEEDDDBBCEEDDDBBCEFFFFFFCEGHFFFFFGGHFFFFFGGHHHHFF,AAAAABBBAACCBBBBCCCCBBBDEEFFBBBDEFFFBBBDEFFFBDDDEEGGBHHHEEGGGGHH,...x.........x....x.....x..............x.x............x.....x...,79,Medium,True
puzzle_61517_rot90_flip_h_flip_v,8,ABBBBBCCAADDCCCCAADDCCCCAADDEEFFDDDDEFFFGDGDDFFFGGGGHHFFGGHHHHFF,AAABCCCCAABBCCCDEAABBBBDEABBBBBDEEBFFGGDEEHHFGGDHHHHHGGGHHHHHGGG,AABBBBCCAAAABBCCADADDCCCDDDDECCCFFDDEECCFFDDGGGGFFDDGGGGFHHHHHGG,AABBBBBCAAAADDCCAAAADDCCEEFFDDCCEEEFDDDDEEEDDGDGEEHHGGGGEEHHHHGG,.....x...x.............x..x.........x...x.............x....x....,79,Medium,True
puzzle_65835_rot90_rot180_flip_antidiag,8,AABBBBCCAADDBDCCAADDDDCCAADDDDECAAAFFEEEGAAFFEEEGGFFFHEEGGGFHHHH,AAAABCCCDDABBBCCDDDBBEECDDDBBEEEFDGGGGEEFFGGGGEEFFGHGGEEFFHHHHEE,AAAAABBBAAAAAABBCDDDAAEBCDDDEEEECCDDEEEFCDDDGGFFHHHGGGGFHHHHGGGF,AAABBBBBAABBBBBBACBBDDDECCCCDDDEFCCCDDEEFFGGDDDEFGGGGHHHFGGGHHHH,..x...........x..x..........x..........xx............x.....x....,79,Medium,True
