name,N,board_1,board_2,solution,score,tier,is_solved
puzzle_6693,9,AAAAABBBBCCCCCCDBBECCCDDDBBECECDDDBBEEEEFGGGHEEEFFGGGHEIEFFGHHHIIIFFGGHHIIIFFGGHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.x.x.x..........x.x.x.x..........x.x...x......x...x.x...x......x.,339,Medium,True,True
puzzle_4810,9,AAABBBBCCAABBDBCCCAAAADDDCEAAAADEEEEFFADDEEEEFFFFDDGGGHHHHHGGGGHHIIHGGIIHHHIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x...x..x...x..x...x......x...x..x.......x...x.x....x.....x....x.x....x.....x.,339,Medium,True,True
puzzle_2868,9,AABBCCCDDAABBCDDDDAAABEEEEDAAABBEDDDAAABFDDDDAFFFFGHHDIIIFFGHHDIIIIGGHHHIIIGGGHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x...........x.x..x.x...........x.x.x.x..........x.x.x.x..........x...x,339,Medium,True,True
puzzle_1361,9,AAABBBCCCBAABCCCCDBBBBCCDDDBBBECDDDFBGBEEHDDFGGGEEHHFFGGEEEHHHFGIIEEIIIFGIIIIIIFF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,x...x......x...x......x...x.x....x.....x....x.x...x......x...x.x....x.....x....x.,339,Medium,True,True
puzzle_9076,9,AABBBBBBBAAACDDDBBACCCCDDDBEEECCCCDDEEECFFFDFEGGGGGFFFGGGHHHHFFGGGIIIHFFGIIIIIFFF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.xx..x..........x.x.x.x...........x.x..x.x...........x.x..x.x....,339,Medium,True,True
puzzle_2766,9,AAAABBBBCAAAAACCCCDDAAAACCCEDDDCCCCCEEFFFCCCGEEFFFFFGGEEEHHIIGGHEEHHIIIGHHHHHIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x....x.....xx...x......x...x..x.......x...x.x....x.....x....x.x....x.....x.,340,Medium,True,True
puzzle_7791,9,AAABCCDDDAAEBCCDFDAEEBCCDFDEEEBCCFFFEEEBBCFFFEGGHHHHFIGGGHHFFFIGGGHHIIFIGGGGHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x...x..x.......x...x.x....x.....x....x.x...x......x...x.x..........x.x.x..x....,340,Medium,True,True
puzzle_437,9,AABBBBCCCAAABBBCCDAEABBBCCDEEEEECCCDEFEEEGCDDFFEEEGDDDFFFGGGGHDIIIIGHHHHIIIIGHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.....x.x.x.x..........x.x...x......x...x.x...x......x...x.x..........x.x.x.x.....,340,Medium,True,True
puzzle_573,9,AAABBCDDDAABBBCCCDABBBBBCDDAABBBBCCDEFFFBGGGDEFFHBGGGDEFHHHHIGGEFEEHIIIIEEEEHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x.......x....x.x..x.x...........x.x..x.x...........x.x..x.x....,340,Medium,True,True
puzzle_3000,9,AABBBBBCCAAABBBDCCEEABBBDCCEEAAFDDDCEEEFFDDGCEHEFFGGGCHHHFFIGGIHHHFIIIIIHHHHHIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x...x..x...x..x...x......x...x..x.......x...x.x....x.....x....x.x....x.....x.,340,Medium,True,True
puzzle_6680,9,AABBCCCDDAABBBCCCDABBBEEDDDAFBBBEEDDAFBBBGEDDAFBGGGGDHFFFGGIHHHFFFIIIIHHFIIIIIHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.x..x.x....x.....x.....x....x.x...x......x...x.x....x.....x....x.,340,Medium,True,True
puzzle_7484,9,AAABBCCDDAABBBCCCDABBEECDDDFBBEECCCDFFBBEGGGDFFFBEGGGGHFFEEGIGGHHEEHHIIIHHHHHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x.......x....x.x..x.x...........x.x..x.x...........x.x..x.x....,340,Medium,True,True
puzzle_5217,9,AABBBBBCCAABBBBDCCEAAABBDDCEEFDDDDDDEEFFDDGGGEEHFFIGGGEHHFFIIGGHHHHIIIIGHHHHHIIGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x......x....x.x..x.x...........x.x.x..x...........x.x..x.x....,341,Medium,True,True
puzzle_608,9,AAABBBBBCAABBDCCCCAAABDDDECAADDDDEEEDDDDFFEEEGGGDDFEEHGIGGGFHHHIIIGFFHHHIIIIHHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,x...x......x...x......x...x.x....x.....x....x.x...x......x...x.x....x.....x....x.,341,Medium,True,True
puzzle_6745,9,AAAABBBBCAAABBBCBCDDDEEECBCDDFFEECCCDFFFFEEGGDDHFIGGGGDHHFIIIGGDDHFIIIIGHHHFIIIIG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.....x.x.x.x..........x.x...x......x...x.x...x......x...x.x..........x.x.x.x.....,341,Medium,True,True
puzzle_6072,9,AAABBBBBCAABBBBDBCEAAFFFDCCEAAFFFDCCEEEFDDDCCEEGHHDDDCEGGGHHHDDEGGIIIHIDEEGIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x....x.x...x......x...x......x...x,341,Medium,True,True
puzzle_111,9,AAAABBBCCAAAACBCCCAADDCCCCEDDDDDEEEEDDDDDFEFEDGGGGFFFHIIGGGFHHHIIGGGFHHHIIIGFFFHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x....x.....xx...x......x...x..x.......x...x.x....x.....x....x.x....x.....x.,341,Medium,True,True
puzzle_4563,9,AAAAABCCCAAAAABBBCDDDDEBBCCDEEEEEBCFDGEEEEFFFDGEHHFFFFDGHHHHIIIGGHHHHIIIGGHHHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,...x...x.x....x.....x.....x....x.x..x.x...........x.x..x.x...........x.x.x..x....,342,Medium,True,True
puzzle_8220,9,ABBBBBCCCABDBBBBBCAADDDBBCCAADDDDECCAAFFFEEECGGFFFFEECGGGHHHIIIGGHHHHHIIGGGGHIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,...x...x.x....x.....x.....x....x.x..x.x..........x.x...x......x...x.x....x.....x.,342,Medium,True,True
puzzle_2526,9,AAAAABCCCAABBABBCCDBBBBBECCDDBBFBEECDDGBFFEEHDDGFFFHEHIDGGGIHHHIIGGIIHHHIIIIIIHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,...x...x.x....x.....x.....x....x.x..x.x...........x.x..x.x...........x.x.x..x....,342,Medium,True,True
puzzle_8368,9,AAAABBBBBAACCCCCBBAAADDCEEBFDDDDDEEBFFGHDDDEEFFGHHDEEEFGGHHHHIIGGGHHHHIIGGHHIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x....x.x...x......x...x......x...x,342,Medium,True,True
puzzle_1702,9,AABCCCCDDABBBCCEEDAABBCCEEDFAABCGEEDFAABGGGEEFAHHIIGGEFFHHIIIEEFFHHHIIEEFFHHHIIEE,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.....x.x.x.x..........x.x...x......x...x.x...x......x...x.x..........x.x.x.x.....,342,Medium,True,True
puzzle_4578,9,AAABBCCCDAAABBCEEDAAAFBCEDDFFFFBCEDDFFFGBBEDDGGGGBEEEDGHGHBIEEDGHHHBIEEEHHHBBIIIE,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x...........x..x.x.x...........x.x..x.x....x......x....x.x....x.....x.,342,Medium,True,True
puzzle_5518,9,AAAAAABBBAAACCABBBCCCCDDDBBECCEDDDBBEEEEEFFFBEEFFFFGGGHHHHIIGGGHHHIIIIGGHHHIIIGGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x...x......x....x.x....x......x...x..x...x..x...x......x....x.x....x......x...x.,343,Medium,True,True
puzzle_1271,9,AAAABBBBBAAAABBCBDEEEACCCCDEFEGGCDDDFFGGCCCCDFFGGDDDDDFFFHHDIIDFFHHHDIIIFHHHHIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x......x...x.x...x......x...x.x..........x.x.x.x..........x.x.x.x..........x.x..,343,Medium,True,True
puzzle_1748,9,AAAABBBBBAAAABBBCBADDEBFFCCADDEFFFCCADEEFFFCCDDDGFFFCCHGGGGGFIIHHHGGGGIIHHHGGGIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...xx.x..........x.x..,343,Medium,True,True
puzzle_1857,9,AAAAABBBBCCAAAAABBCCCCCDDDDECCCCDDDDEEFFFFFFDEEEEFFFGDHHFFFIIGDHHHHFIIGDHHHIIIIGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x....x.x...x......x...x......x...x,344,Medium,True,True
puzzle_9077,9,AAABBBBBCDEAAEBBBCDEAEEECCCDEEEEFCCGDDDDDFGGGDHDDFFFGFHHHIIFFGFHHHIIIFFFHHHIIIFFF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,x...x......x...x......x...x..x...x..x.......x...x.x....x.....x....x.x....x.....x.,344,Medium,True,True
puzzle_5328,9,AAAABBBBBCCCAABBBDCEEAFFFFDCEEEFFFFDCEEEFDDDDCGGEEGDDDCGGGGGHHDCCHHHHHHDCCHIIIIHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x......x...x.x...x......x...x.x..........x.x.x.x..........x.x.x.x..........x.x..,344,Medium,True,True
puzzle_8372,9,AAABBBBCCDDABABBCEDDAAABBCEDFFGGGCCEDDFGGGGCEDFFGEEEEEDHFFEEEIIHHHFFFEIIHHHHFFIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x...x..x...x..x...x......x....x.x....x......x...x..x...x......x....x.x....x..,344,Medium,True,True
puzzle_3273,9,AAAAABBBBACCCDDBBBACCCDDBBBEEECDDBBFEECCDDGFFEEEGGGGGFEEGGHGGHFEIGHHHHHFEIIIIHHHF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....xx.....x....x.x..........x.x.x..x....,345,Medium,True,True
puzzle_4308,9,AABBBBBBCAAABDDDBCAADDDDEECDDDDDDEECFFEEEEEECFFEEEGGGHFIIIGGGHHFFIIIGGHHIIIIGGHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x..........x...x.x....x.....x....x.x...x......x...x.x....x.....x....x.,345,Medium,True,True
puzzle_4295,9,AAABBBBBCDAABBBBCCDAAEEECCCDEEEEFFCFDDDEFFFFFGDDGFFHHHGDGGFFHHHGGGGIFHHHGGGIIIIHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x....x.x...x......x.....x....x.x..,345,Medium,True,True
puzzle_670,9,AAAABBCCCABBBBCCCCAABBDCCCCAAABDDDEEFFFBGDDDEFGGGGDDEEFHGGGDDEEFHHGGIIIIFHHGIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.xx..x..........x.x.x.x..........x.x...x......x...x.x....x.....x.,345,Medium,True,True
puzzle_3795,9,AABBBBCCCABBBBBCCCAAADDDEEEFAADDDEEEFFAFDDGEEFFFFGGGEHFIIFGGGEHFIIIHGGGHFIIIHHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.xx..x..........x.x.x.x...........x.x..x.x...........x.x.x..x....,346,Medium,True,True
puzzle_2864,9,AABBCCDDDAABBCCCDDAABBEEEDDFABBEEDDDFFBEEEDDGFHBBEEGGGFHHHEEGGIFFHHGGGGIHHHHGGIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.x.x.x..........x.x.x.x..........x.x....x.....xx....x......x...x.,346,Medium,True,True
puzzle_1947,9,ABBBBCCCCAADDBBEECAADBBEEECAADDBEECCAFFDEEEEEFFFGHHHIEFGGGHHIIIFFGHHHIIIFFGGHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x..........x...x.x....x.....x....x.x...x......x...x.x....x.....x....x.,346,Medium,True,True
puzzle_7259,9,ABBBBBBBBAACCDDEEBACCCDDDEEACCFDDEEEAGFFDDEEEGGGFFFFFEGGGHHHHHEGGGHHHIIIGGHHIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x...x..x...x..x...x......x....x.x....x......x...x..x...x......x....x.x....x..,346,Medium,True,True
puzzle_3094,9,AAABBBBCCDDAAAABCCDDDAEEBCCDDDEEEEECDFFFGEEEEDFFFGHEEIFFGGGHIIIFGGHHHIIIFGGHHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x...x......x....x.x....x......x...x..x...x..x...x......x....x.x....x......x...x.,346,Medium,False,True
puzzle_7999,9,AAAAAABBBAACAAAABBDACCEEBBBDCCCEFFBGDDCCEFFGGHDDEEFGGGHDDEEGGIIHHHHGGGIIHHHHHGGII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x..........x...x..x...x..x.......x...x.x....x.....x....x.x....x.....x.,347,Medium,True,True
puzzle_2332,9,AABBBBBBBAAABCDDEEAABBCDDFEAGGGCCDFEGGGGGCDFEGGGGGCDFEHHHHHCFFFHIIHFFFFFHIIIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.x..x.x....x.....x.....x....x.x...x......x...x.x....x.....x....x.,347,Medium,True,True
puzzle_9810,9,AAAAAABBBCCAAABBBBCCCDDEBBBCCCDDEEEECFDDDEEEEFFDGDGEEHFFGGGGIIHFGGGGIIHHFFGGGIHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.x...........x.x..x.x....x......x....x.x....x......x....x.x..x.x...........x.x.,347,Medium,True,True
puzzle_6364,9,AAAAABBBCAAAAABBCCDDDABBBCCDDDAEBCCCDDDFEEECCDGGFFFHHHGGFFHHHIHGFFFIHIIHFFIIIIIIH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x......x...x.x..........x.x.x.x..........x..xx.x..........x.x..,347,Medium,True,True
puzzle_717,9,AABBBBCCCAADDDBCCCAADDBBCCCAAADDECCCAAADFEEEEFFFFFFEEEGFFFFHHEEGGFIIIHHHGGFIIIIIH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x..x.x.x...........x.x..x.x...........x.x..x.x....x.....x.....x....x.x...x...,348,Medium,True,True
puzzle_2191,9,AAAAABBBCDAAAABCCCDDDDBBCCCEDDDDBCCCEEDDDFCCCEEGDHFFFFEGGHHHHFFEGGHHHHIIEGGHHIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x....x.x...x......x.....x....x.x..,348,Medium,True,True
puzzle_8059,9,AAABCCCCDAABBBCCCDEABFBCCCDEEBFFFFCDEEBBFFFFDEEEEEEFGDEHHHHEGGGHHHIIIGGGHIIIIIGGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x...x......x....x.x....x......x...x..x...x..x...x......x....x.x....x......x...x.,348,Medium,True,True
puzzle_3997,9,AAAAAABBBCCCAABBDDCCCEEFDDDCEEEGFFDDCCEEGFFDDCEEEGFFHDCIIEGFHHHIIIIGGGHHIIIGGGHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x.....x....x.x...x.......x..x...x......x...xx.x..........x.x..,348,Medium,True,True
puzzle_4486,9,ABBBCCCCDAEBBCCCCDAEEBCCCFDAAEEEFFFDAAGGGFDDDAAGGGFFDDAGGGGHDDDAIIIHHHHDAAIIIHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x....x.x...x......x...x......x...x,348,Medium,True,True
puzzle_9644,9,AABBBBBCCAABDBBBCCAADDDBDCEAADDDDDEEAFDEEEEEEAFFFFFFFEAGGHHHIIIAGGGHHIIIGGGGHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...x..x...x..x...x....,348,Medium,True,True
puzzle_3528,9,AAABBBBCCAAAABBCCDAAAEBBCDDFAEEBBDDDFFEEEGDDDFFHEEGGDDFFHHHGIIDFFHHHGGIIHHHHHGGII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x...x..x...x..x...x......x...x..x.......x...x.x....x.....x....x.x....x.....x.,348,Medium,True,True
puzzle_190,9,AAAAABCCCDEAABBBCCDEEAFFBCCDEFFFFBBBDEEGFFFFHDDDGFFGHHIDDGGFGHHIDIIGGGHHIIIIIIGGH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,x......x....x.x....x......x....x.x..x.x...........x.x..x.x...........x.x..x.x....,348,Medium,True,True
puzzle_2411,9,AAAAABBBBAAAACCBBBDAACCEEBBDDACCEEEBDDFFCGEEHDFFGGGEEHFFFGGGHEHFIIIIGHHHFIIIIHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x.......x....x.x..x.x...........x.x..x.x...........x.x..x.x....,348,Medium,True,True
puzzle_8964,9,ABBBCCCCCAABBDDDCCAABBADDCCAAAAADDCCEEFFAADCGEEFFHHGGGEFFFHHHGGEIIIIHHGGEIIIIIIGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x......x....x.x..x.x...........x.x.x..x...........x.x..x.x....,348,Medium,True,True
puzzle_391,9,AABBBBCDDAACCCCCDDAECCFFFDDAEECFFFDDAEFFFGFDDAEFFHGGGDEEEHHGGIIEEEHHGGIIEEEHHIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.xx..x..........x.x.x.x..........x.x...x......x...x.x....x.....x.,349,Medium,True,True
puzzle_7964,9,AAABBBBBBAAABCBBBBAAACCBDDDEEECCCDDDEEEEECCCCFFFEEECGGFHHHHGGGIFFFHHGIIIFFHHGGIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x..x.x.x..........x.x...x......x...x.x....x.....x....x.x...x.......x..x...x..,349,Medium,True,True
puzzle_1420,9,AAABBBBBBAAACCCBBBDAAAACBBBDDDAACCBEDFAAAAEEEFFAGGAEHHFFFGIIIIHFFGGIHHHHFGGGIIHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x......x...x.x..........x.x.x.x..........x..xx.x..........x.x..,349,Medium,True,True
puzzle_3353,9,AAAAAABBBAAACCCBBBACCCCCBDBEEFFGGGDDEEFFGGGDDHEEFFGGDDHHHFFGGGDHHHFFGGIDHHHFFIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.x...........x.x..x.x....x......x....x.x....x......x....x.x..x.x...........x.x.,349,Medium,True,True
puzzle_8951,9,AAAABBBCCDAAABBCCCDDDDBBEECDDDDFEEEEGGDDFFFEEGGDDDFFEEHGGGGFFFEHHGGIIIIIHHHIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,x...x......x...x......x...x.x....x.....x....x.x...x......x...x.x....x.....x....x.,350,Medium,True,True
puzzle_7498,9,AAAAAAABBCCAAADDDBCCAEADDDBCCEEDDBBBCCEEEDFBGCHIIFFFGGCHIIIIFGGCHHIIFFGGCHIIIIGGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.xx..x..........x.x.x.x...........x.x..x.x...........x.x.x..x....,350,Medium,True,True
puzzle_7757,9,AAABBBBBCAAAADBDCCEEAFDDDDCEEFFFDDDCEEFFFDDGCEEFHHDDGCEHHHHIDGCHHHIIIIGGHHHHIIIGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x...........x..x.x.x...........x.x..x.x....x......x....x.x....x.....x.,350,Medium,True,True
puzzle_7711,9,AAAABCCCCAAABBBDCCAAABDDDCCEABBBFDDDEEBBBFFDDGEEFFFFFFGEHHHFFFIGGHHHFIIIGGGHHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x....x.x...x..........x.x..x.x....,350,Medium,True,True
puzzle_5994,9,AAAAAABBBAAAAABBCBDDEEEECCBDFFEECCCCDDFFECCCCGFFFHCHHHGGGFHHHHIGGGFFFHIIGGGFFFIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x....x.x...x......x.....x....x.x..,351,Medium,True,True
puzzle_9957,9,AAAAABCCCDAEABBCCCDEEEBBBCFDEEEGGBBFDDGGGGBFFDDGGGHBBFDDGGHHHHFDDGIHIHHHIIIIIIHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x.....x....x.x...x.......x..x...x......x...xx.....x....x.x....,351,Medium,True,True
puzzle_9242,9,AAAABBBCCAABBBBBBCAAADDBCCCAADDEECCCFFDDGEECCFFFGGGEECFFFGGGEEHIFIIGHHHHIIIIHHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.xx...x......x....x.x....x......x...x..x...x......x....x.x....x..,351,Medium,True,True
